区分,薬価基準収載医薬品コード,成分名,規格,品名,麻薬,業者名追記,Unnamed: 7,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,7219415G7074,イオヘキソール,６４．７１％１２５ｍＬ１筒,,,,イオベリン３００注シリンジ１２５ｍＬ,テバ製薬,後発品,,,6455,,
注射薬,7219415G8038,イオヘキソール,７５．４９％７０ｍＬ１筒,,,,オムニパーク３５０注シリンジ７０ｍＬ,第一三共,,先発品,○,6526,,
注射薬,7219415G8046,イオヘキソール,７５．４９％７０ｍＬ１筒,,,,イオパーク３５０注シリンジ７０ｍＬ,富士製薬工業,後発品,,,4812,,
注射薬,7219415G8054,イオヘキソール,７５．４９％７０ｍＬ１筒,,,,イオベリン３５０注シリンジ７０ｍＬ,テバ製薬,後発品,,,4812,,
注射薬,7219415G8062,イオヘキソール,７５．４９％７０ｍＬ１筒,,,,イオヘキソール３５０注シリンジ７０ｍＬ「ＨＫ」,光製薬,後発品,,,5082,,H26.6.20収載
注射薬,7219415G9026,イオヘキソール,６４．７１％１１０ｍＬ１筒,,,,オムニパーク３００注シリンジ１１０ｍＬ,第一三共,,先発品,○,9443,,
注射薬,7219415G9034,イオヘキソール,６４．７１％１１０ｍＬ１筒,,,,イオパーク３００注シリンジ１１０ｍＬ,富士製薬工業,後発品,,,6234,,
注射薬,7219415G9042,イオヘキソール,６４．７１％１１０ｍＬ１筒,,,,イオソール注３００シリンジ１１０ｍＬ,東和薬品,後発品,,,5462,,H26.6.20収載
注射薬,7219415G9050,イオヘキソール,６４．７１％１１０ｍＬ１筒,,,,イオヘキソール３００注シリンジ１１０ｍＬ「ＨＫ」,光製薬,後発品,,,6058,,H26.6.20収載
注射薬,7219415H1063,イオヘキソール,６４．７１％５０ｍＬ１瓶,局,,,イオパーク３００注５０ｍＬ,富士製薬工業,後発品,,,3397,,
注射薬,7219415H1071,イオヘキソール,６４．７１％５０ｍＬ１瓶,,,,オムニパーク３００注５０ｍＬ,第一三共,,先発品,○,4446,,
注射薬,7219415H1080,イオヘキソール,６４．７１％５０ｍＬ１瓶,局,,,イオヘキソール３００注５０ｍＬ「ＨＫ」,光製薬,後発品,,,3397,,
注射薬,7219415H1098,イオヘキソール,６４．７１％５０ｍＬ１瓶,局,,,イオベリン３００注５０ｍＬ,テバ製薬,後発品,,,3397,,
注射薬,7219415H2060,イオヘキソール,６４．７１％１００ｍＬ１瓶,局,,,イオパーク３００注１００ｍＬ,富士製薬工業,後発品,,,5453,,
注射薬,7219415H2078,イオヘキソール,６４．７１％１００ｍＬ１瓶,,,,オムニパーク３００注１００ｍＬ,第一三共,,先発品,○,8108,,
注射薬,7219415H2086,イオヘキソール,６４．７１％１００ｍＬ１瓶,局,,,イオヘキソール３００注１００ｍＬ「ＨＫ」,光製薬,後発品,,,5453,,
注射薬,7219415H2094,イオヘキソール,６４．７１％１００ｍＬ１瓶,局,,,イオベリン３００注１００ｍＬ,テバ製薬,後発品,,,5453,,
注射薬,7219415H3040,イオヘキソール,７５．４９％２０ｍＬ１瓶,,,,イオベリン注３５０,テバ製薬,後発品,,,1710,H26.9.30まで,
注射薬,7219415H3058,イオヘキソール,７５．４９％２０ｍＬ１瓶,,,,イオパーク３５０注２０ｍＬ,富士製薬工業,後発品,,,1710,,
注射薬,7219415H3066,イオヘキソール,７５．４９％２０ｍＬ１瓶,,,,オムニパーク３５０注２０ｍＬ,第一三共,,先発品,○,2137,,
注射薬,7219415H3074,イオヘキソール,７５．４９％２０ｍＬ１瓶,,,,イオベリン３５０注２０ｍＬ,テバ製薬,後発品,,,1710,,
注射薬,7219415H4054,イオヘキソール,７５．４９％５０ｍＬ１瓶,局,,,イオパーク３５０注５０ｍＬ,富士製薬工業,後発品,,,3787,,
注射薬,7219415H4062,イオヘキソール,７５．４９％５０ｍＬ１瓶,,,,オムニパーク３５０注５０ｍＬ,第一三共,,先発品,○,4539,,
注射薬,7219415H4070,イオヘキソール,７５．４９％５０ｍＬ１瓶,局,,,イオベリン３５０注５０ｍＬ,テバ製薬,後発品,,,3787,,
注射薬,7219415H5050,イオヘキソール,７５．４９％１００ｍＬ１瓶,局,,,イオパーク３５０注１００ｍＬ,富士製薬工業,後発品,,,6287,,
注射薬,7219415H5069,イオヘキソール,７５．４９％１００ｍＬ１瓶,,,,オムニパーク３５０注１００ｍＬ,第一三共,,先発品,○,8182,,
注射薬,7219415H5077,イオヘキソール,７５．４９％１００ｍＬ１瓶,局,,,イオベリン３５０注１００ｍＬ,テバ製薬,後発品,,,6287,,
注射薬,7219415H6030,イオヘキソール,６４．７１％１５０ｍＬ１瓶,,,,オムニパーク３００注１５０ｍＬ,第一三共,,先発品,○,12903,,
注射薬,7219415H6049,イオヘキソール,６４．７１％１５０ｍＬ１瓶,局,,,イオパーク３００注１５０ｍＬ,富士製薬工業,後発品,,,8454,,
注射薬,7219415H6057,イオヘキソール,６４．７１％１５０ｍＬ１瓶,局,,,イオヘキソール３００注１５０ｍＬ「ＨＫ」,光製薬,後発品,,,8454,,
注射薬,7219415H6065,イオヘキソール,６４．７１％１５０ｍＬ１瓶,局,,,イオベリン３００注１５０ｍＬ,テバ製薬,後発品,,,6584,,
注射薬,7219415H7045,イオヘキソール,６４．７１％１００ｍＬ１袋,,,,イオヘキソール３００注１００ｍＬ「ＨＫ」,光製薬,後発品,,,5453,H26.9.30まで,
注射薬,7219415H7053,イオヘキソール,６４．７１％１００ｍＬ１袋,,,,イオヘキソール３００注バッグ１００ｍＬ「ＨＫ」,光製薬,後発品,,,5453,,
注射薬,7219415H8025,イオヘキソール,７５．４９％４５ｍＬ１筒,,,,オムニパーク３５０注シリンジ４５ｍＬ,第一三共,,先発品,,4311,,
注射薬,7219416A6037,イオベルソール,５０．９％１００ｍＬ１瓶,,,,オプチレイ２４０注１００ｍＬ,富士製薬工業,,先発品,,6359,,
注射薬,7219416A8030,イオベルソール,６７．８％２０ｍＬ１瓶,,,,オプチレイ３２０注２０ｍＬ,富士製薬工業,,先発品,,2438,,
注射薬,7219416A9036,イオベルソール,６７．８％５０ｍＬ１瓶,,,,オプチレイ３２０注５０ｍＬ,富士製薬工業,,先発品,,5239,,
注射薬,7219416G1038,イオベルソール,５０．９％１００ｍＬ１筒,,,,オプチレイ２４０注シリンジ１００ｍＬ,富士製薬工業,,先発品,,8307,,
注射薬,7219416G3030,イオベルソール,６７．８％７５ｍＬ１筒,,,,オプチレイ３２０注シリンジ７５ｍＬ,富士製薬工業,,先発品,,7220,,
注射薬,7219416G4037,イオベルソール,６７．８％１００ｍＬ１筒,,,,オプチレイ３２０注シリンジ１００ｍＬ,富士製薬工業,,先発品,,9504,,
注射薬,7219416G5041,イオベルソール,６７．８％４０ｍＬ１筒,,,,オプチレイ３２０注シリンジ４０ｍＬ,富士製薬工業,,先発品,,4767,,
注射薬,7219416G7036,イオベルソール,６７．８％５０ｍＬ１筒,,,,オプチレイ３２０注シリンジ５０ｍＬ,富士製薬工業,,先発品,,5746,,
注射薬,7219416G8032,イオベルソール,７４．１％５０ｍＬ１筒,,,,オプチレイ３５０注シリンジ５０ｍＬ,富士製薬工業,,先発品,,5746,,
注射薬,7219416G9039,イオベルソール,７４．１％１００ｍＬ１筒,,,,オプチレイ３５０注シリンジ１００ｍＬ,富士製薬工業,,先発品,,10694,,
注射薬,7219416H1033,イオベルソール,６７．８％１００ｍＬ１瓶,,,,オプチレイ３２０注１００ｍＬ,富士製薬工業,,先発品,,9025,,
注射薬,7219416H2030,イオベルソール,７４．１％２０ｍＬ１瓶,,,,オプチレイ３５０注２０ｍＬ,富士製薬工業,,先発品,,2438,,
注射薬,7219416H3036,イオベルソール,７４．１％５０ｍＬ１瓶,,,,オプチレイ３５０注５０ｍＬ,富士製薬工業,,先発品,,5239,,
注射薬,7219416H4032,イオベルソール,７４．１％１００ｍＬ１瓶,,,,オプチレイ３５０注１００ｍＬ,富士製薬工業,,先発品,,9025,,
注射薬,7219416H5039,イオベルソール,６７．８％７５ｍＬ１瓶,,,,オプチレイ３２０注７５ｍＬ,富士製薬工業,,先発品,,6830,,
注射薬,7219417A1030,イオメプロール,６１．２４％２０ｍＬ１瓶,,,,イオメロン３００注２０ｍＬ,ブラッコ・エーザイ,,先発品,,2194,,
注射薬,7219417A2036,イオメプロール,６１．２４％５０ｍＬ１瓶,,,,イオメロン３００注５０ｍＬ,ブラッコ・エーザイ,,先発品,,4664,,
注射薬,7219417A3032,イオメプロール,６１．２４％１００ｍＬ１瓶,,,,イオメロン３００注１００ｍＬ,ブラッコ・エーザイ,,先発品,,8623,,
注射薬,7219417A4039,イオメプロール,７１．４４％２０ｍＬ１瓶,,,,イオメロン３５０注２０ｍＬ,ブラッコ・エーザイ,,先発品,,2453,,
注射薬,7219417A5035,イオメプロール,７１．４４％５０ｍＬ１瓶,,,,イオメロン３５０注５０ｍＬ,ブラッコ・エーザイ,,先発品,,5501,,
注射薬,7219417A6031,イオメプロール,７１．４４％１００ｍＬ１瓶,,,,イオメロン３５０注１００ｍＬ,ブラッコ・エーザイ,,先発品,,9823,,
注射薬,7219417A7038,イオメプロール,８１．６５％２０ｍＬ１瓶,,,,イオメロン４００注２０ｍＬ,ブラッコ・エーザイ,,先発品,,2715,,
注射薬,7219417A8034,イオメプロール,８１．６５％５０ｍＬ１瓶,,,,イオメロン４００注５０ｍＬ,ブラッコ・エーザイ,,先発品,,6919,,
注射薬,7219417A9030,イオメプロール,８１．６５％１００ｍＬ１瓶,,,,イオメロン４００注１００ｍＬ,ブラッコ・エーザイ,,先発品,,11479,,
注射薬,7219417G1032,イオメプロール,６１．２４％５０ｍＬ１筒,,,,イオメロン３００注シリンジ５０ｍＬ,ブラッコ・エーザイ,,先発品,,4867,,
注射薬,7219417G2039,イオメプロール,６１．２４％１００ｍＬ１筒,,,,イオメロン３００注シリンジ１００ｍＬ,ブラッコ・エーザイ,,先発品,,9544,,
注射薬,7219417G3035,イオメプロール,７１．４４％５０ｍＬ１筒,,,,イオメロン３５０注シリンジ５０ｍＬ,ブラッコ・エーザイ,,先発品,,5556,,
注射薬,7219417G4031,イオメプロール,７１．４４％１００ｍＬ１筒,,,,イオメロン３５０注シリンジ１００ｍＬ,ブラッコ・エーザイ,,先発品,,10851,,
注射薬,7219417G5038,イオメプロール,６１．２４％７５ｍＬ１筒,,,,イオメロン３００注シリンジ７５ｍＬ,ブラッコ・エーザイ,,先発品,,7263,,
注射薬,7219417G6034,イオメプロール,７１．４４％７５ｍＬ１筒,,,,イオメロン３５０注シリンジ７５ｍＬ,ブラッコ・エーザイ,,先発品,,7832,,
注射薬,7219417G7030,イオメプロール,７１．４４％１３５ｍＬ１筒,,,,イオメロン３５０注シリンジ１３５ｍＬ,ブラッコ・エーザイ,,先発品,,14136,,
注射薬,7219418A2030,イオプロミド,３１．１７％２００ｍＬ１瓶,,,,プロスコープ１５０注２００ｍＬ,アルフレッサファーマ,,先発品,,9852,H27.3.31まで,
注射薬,7219418A4033,イオプロミド,４９．８７％５０ｍＬ１瓶,,,,プロスコープ２４０注５０ｍＬ,アルフレッサファーマ,,先発品,,4027,H27.3.31まで,
注射薬,7219418A5030,イオプロミド,４９．８７％１００ｍＬ１瓶,,,,プロスコープ２４０注１００ｍＬ,アルフレッサファーマ,,先発品,,8681,H27.3.31まで,
注射薬,7219418A6036,イオプロミド,６２．３４％２０ｍＬ１瓶,,,,プロスコープ３００注２０ｍＬ,アルフレッサファーマ,,先発品,○,1947,,
注射薬,7219418A6044,イオプロミド,６２．３４％２０ｍＬ１瓶,,,,イオプロミド３００注２０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,1408,,
注射薬,7219418A7032,イオプロミド,６２．３４％５０ｍＬ１瓶,,,,プロスコープ３００注５０ｍＬ,アルフレッサファーマ,,先発品,○,4786,,
注射薬,7219418A7040,イオプロミド,６２．３４％５０ｍＬ１瓶,,,,イオプロミド３００注５０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,3425,,
注射薬,7219418A8039,イオプロミド,６２．３４％１００ｍＬ１瓶,,,,プロスコープ３００注１００ｍＬ,アルフレッサファーマ,,先発品,○,9161,,
注射薬,7219418A8047,イオプロミド,６２．３４％１００ｍＬ１瓶,,,,イオプロミド３００注１００ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,6099,,
注射薬,7219418A9035,イオプロミド,７６．８９％２０ｍＬ１瓶,,,,プロスコープ３７０注２０ｍＬ,アルフレッサファーマ,,先発品,○,2381,,
注射薬,7219418A9043,イオプロミド,７６．８９％２０ｍＬ１瓶,,,,イオプロミド３７０注２０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,1631,,
注射薬,7219418G1037,イオプロミド,６２．３４％１００ｍＬ１筒,,,,プロスコープ３００注シリンジ１００ｍＬ,アルフレッサファーマ,,先発品,○,9161,,
注射薬,7219418G1045,イオプロミド,６２．３４％１００ｍＬ１筒,,,,イオプロミド３００注シリンジ１００ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,6893,,
注射薬,7219418G2025,イオプロミド,６２．３４％５０ｍＬ１筒,,,,プロスコープ３００注シリンジ５０ｍＬ,アルフレッサファーマ,,先発品,○,4967,,
注射薬,7219418G2033,イオプロミド,６２．３４％５０ｍＬ１筒,,,,イオプロミド３００注シリンジ５０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,3425,,
注射薬,7219418G3021,イオプロミド,６２．３４％８０ｍＬ１筒,,,,プロスコープ３００注シリンジ８０ｍＬ,アルフレッサファーマ,,先発品,○,8183,,
注射薬,7219418G3030,イオプロミド,６２．３４％８０ｍＬ１筒,,,,イオプロミド３００注シリンジ８０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,5509,,
注射薬,7219418G4028,イオプロミド,７６．８９％５０ｍＬ１筒,,,,イオプロミド３７０注シリンジ５０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,4294,,
注射薬,7219418G4036,イオプロミド,７６．８９％５０ｍＬ１筒,,,,プロスコープ３７０注シリンジ５０ｍＬ,アルフレッサファーマ,,先発品,○,5824,,
注射薬,7219418G5024,イオプロミド,７６．８９％８０ｍＬ１筒,,,,イオプロミド３７０注シリンジ８０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,6856,,
注射薬,7219418G5032,イオプロミド,７６．８９％８０ｍＬ１筒,,,,プロスコープ３７０注シリンジ８０ｍＬ,アルフレッサファーマ,,先発品,○,9155,,
注射薬,7219418G6020,イオプロミド,７６．８９％１００ｍＬ１筒,,,,イオプロミド３７０注シリンジ１００ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,8076,,
注射薬,7219418G6039,イオプロミド,７６．８９％１００ｍＬ１筒,,,,プロスコープ３７０注シリンジ１００ｍＬ,アルフレッサファーマ,,先発品,○,10574,,
注射薬,7219418H1032,イオプロミド,７６．８９％５０ｍＬ１瓶,,,,プロスコープ３７０注５０ｍＬ,アルフレッサファーマ,,先発品,○,5748,,
注射薬,7219418H1040,イオプロミド,７６．８９％５０ｍＬ１瓶,,,,イオプロミド３７０注５０ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,4008,,
注射薬,7219418H2039,イオプロミド,７６．８９％１００ｍＬ１瓶,,,,プロスコープ３７０注１００ｍＬ,アルフレッサファーマ,,先発品,○,10822,,
注射薬,7219418H2047,イオプロミド,７６．８９％１００ｍＬ１瓶,,,,イオプロミド３７０注１００ｍＬ「ＦＲＩ」,富士フイルムＲＩファーマ,後発品,,,7541,,
注射薬,7219419A1039,イオキシラン,６２．３４％２０ｍＬ１瓶,,,,イマジニール３００注２０ｍＬ,ゲルベ・ジャパン,,先発品,,1701,,
注射薬,7219419A2035,イオキシラン,６２．３４％５０ｍＬ１瓶,,,,イマジニール３００注５０ｍＬ,ゲルベ・ジャパン,,先発品,,3942,,
注射薬,7219419A3031,イオキシラン,６２．３４％１００ｍＬ１瓶,,,,イマジニール３００注１００ｍＬ,ゲルベ・ジャパン,,先発品,,6566,,
注射薬,7219419A4038,イオキシラン,７２．７３％２０ｍＬ１瓶,,,,イマジニール３５０注２０ｍＬ,ゲルベ・ジャパン,,先発品,,1701,,
注射薬,7219419A5034,イオキシラン,７２．７３％５０ｍＬ１瓶,,,,イマジニール３５０注５０ｍＬ,ゲルベ・ジャパン,,先発品,,3942,,
注射薬,7219419A6030,イオキシラン,７２．７３％１００ｍＬ１瓶,,,,イマジニール３５０注１００ｍＬ,ゲルベ・ジャパン,,先発品,,6566,,
注射薬,7219420A1031,イオジキサノール,５４．９７％２０ｍＬ１瓶,,,,ビジパーク２７０注２０ｍＬ,第一三共,,先発品,,2320,,
注射薬,7219420A2038,イオジキサノール,５４．９７％５０ｍＬ１瓶,,,,ビジパーク２７０注５０ｍＬ,第一三共,,先発品,,5525,,
注射薬,7219420A3034,イオジキサノール,５４．９７％１００ｍＬ１瓶,,,,ビジパーク２７０注１００ｍＬ,第一三共,,先発品,,10587,,
注射薬,7219420A4030,イオジキサノール,６５．１５％５０ｍＬ１瓶,,,,ビジパーク３２０注５０ｍＬ,第一三共,,先発品,,6746,,
注射薬,7219420A5037,イオジキサノール,６５．１５％１００ｍＬ１瓶,,,,ビジパーク３２０注１００ｍＬ,第一三共,,先発品,,13166,,
注射薬,7223400A1037,ゴナドレリン酢酸塩,０．１ｍｇ１管,,,,ＬＨ－ＲＨ注０．１ｍｇ「タナベ」,田辺三菱製薬,,先発品,,3939,,
注射薬,7223401A1015,プロチレリン酒石酸塩水和物,０．５ｍｇ１管,,,,プロチレリン酒石酸塩０．５ｍｇ注射液,,後発品,,,525,,
注射薬,7223401A1104,プロチレリン酒石酸塩水和物,０．５ｍｇ１管,,,,ヒルトニン０．５ｍｇ注射液,武田薬品工業,,先発品,○,2154,,
注射薬,7223401A2011,プロチレリン酒石酸塩水和物,１ｍｇ１ｍＬ１管,,,,プロチレリン酒石酸塩１ｍｇ１ｍＬ注射液,,後発品,,,1117,,
注射薬,7223401A2020,プロチレリン酒石酸塩水和物,１ｍｇ１ｍＬ１管,,,,ヒルトニン１ｍｇ注射液,武田薬品工業,,先発品,○,4797,,
注射薬,7223401A3018,プロチレリン酒石酸塩水和物,２ｍｇ１ｍＬ１管,,,,プロチレリン酒石酸塩２ｍｇ１ｍＬ注射液,,後発品,,,2333,,
注射薬,7223401A3026,プロチレリン酒石酸塩水和物,２ｍｇ１ｍＬ１管,,,,ヒルトニン２ｍｇ注射液,武田薬品工業,,先発品,○,8888,,
注射薬,7223402A1036,プロチレリン,０．５ｍｇ１管,,,,ＴＲＨ注０．５ｍｇ「タナベ」,田辺三菱製薬,,先発品,,4029,,
注射薬,7223403D1045,テリパラチド酢酸塩,１００酢酸テリパラチド単位１瓶,,,,テリパラチド酢酸塩静注用１００「旭化成」,旭化成ファーマ,,先発品,,20063,,
注射薬,7223404A2031,Ｌ－アルギニン塩酸塩,１０％３００ｍＬ１袋,,,,アルギニン点滴静注３０ｇ「ＡＹ」,エイワイファーマ,,先発品,,2181,,
注射薬,7223405D1028,ソマトレリン酢酸塩,５０μｇ１瓶（溶解液付）,,,,注射用ＧＲＦ住友５０,大日本住友製薬,,先発品,,3667,,
注射薬,7223405D2024,ソマトレリン酢酸塩,１００μｇ１瓶（溶解液付）,,,,注射用ＧＲＦ住友１００,大日本住友製薬,,先発品,,7187,,
注射薬,7223406D1030,コルチコレリン（ヒト）,１００μｇ１瓶（溶解液付）,,,,ヒトＣＲＨ静注用１００μｇ「タナベ」,田辺三菱製薬,,先発品,,20269,,
注射薬,7223407D1027,プラルモレリン塩酸塩,１００μｇ１瓶（溶解液付）,,,,注射用ＧＨＲＰ科研１００,科研製薬,,先発品,,8392,,
注射薬,7224400A1034,インドシアニングリーン,２５ｍｇ１瓶（溶解液付）,,,,ジアグノグリーン注射用２５ｍｇ,第一三共,,先発品,,605,,
注射薬,7225400A1015,インジゴカルミン,０．４％５ｍＬ１管,局,,,インジゴカルミン注射液,,,,,241,,
注射薬,7225401A1028,パラアミノ馬尿酸ナトリウム,１０％２０ｍＬ１管,,,※,パラアミノ馬尿酸ソーダ注射液１０％（第一三共）,第一三共,,,,1287,,
注射薬,7225402A1014,フェノールスルホンフタレイン,０．６％１．３ｍＬ１管,局,,,フェノールスルホンフタレイン注射液,,,,,95,,
注射薬,7225403A2023,イヌリン,４ｇ４０ｍＬ１瓶,,,,イヌリード注,富士薬品,,先発品,,8458,,
注射薬,7229400D1088,グルカゴン,１Ｕ．Ｓ．Ｐ．単位１瓶（溶解液付）,,,,グルカゴン注射用１単位「イトウ」,ＩＬＳ,後発品,,,1822,,
注射薬,7229400D1096,グルカゴン,１Ｕ．Ｓ．Ｐ．単位１瓶（溶解液付）,,,,グルカゴン注射用１単位「Ｆ」,富士製薬工業,後発品,,,1822,,
注射薬,7229401A1035,エドロホニウム塩化物,１％１ｍＬ１管,局,,,アンチレクス静注１０ｍｇ,杏林製薬,,,,117,,
注射薬,7229402D1036,グルカゴン（遺伝子組換え）,１ｍｇ１瓶（溶解液付）,,,,グルカゴンＧノボ注射用１ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,2308,,
注射薬,7290400A1030,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」アサ布１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1048,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」アジ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1056,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」アスペルギルス１：１０，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1064,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」アルテルナリア１：１０，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1072,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」イカ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1080,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」イースト（パン種）１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1099,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」イネワラ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1102,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」イワシ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1110,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」エダマメ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1129,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」エビ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1137,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」大麦１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1145,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カツオ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1153,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カナムグラ花粉１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1161,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カニ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1170,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カポック１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1188,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カモガヤ花粉１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1196,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カンジダ１：１０，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1200,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」キヌ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1218,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」クラドスポリウム１：１０，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1226,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」クリ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1234,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」小麦粉１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1242,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」米１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1250,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」サバ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1269,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」スギ花粉１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1277,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ススキ花粉１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1285,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ソバガラ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1293,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ソバ粉１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1307,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」タタミ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1315,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」トウフ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1323,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」トウモロコシ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1331,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ナイロン１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1340,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ナシ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1358,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」バナナ１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1366,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ヒメガマ花粉１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1374,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ビール１：１，０００,鳥居薬品,,,,4320,,
注射薬,7290400A1382,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ブタクサ花粉１：１，０００,鳥居薬品,,,,4320,,
