区分,薬価基準収載医薬品コード,成分名,規格,日本薬局方,麻薬,業者名追記,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
外用薬,1319731Q2045,オキシグルタチオン,０．４６％２０ｍＬ１瓶（希釈液付）,,,,ビーエスエスプラス５００眼灌流液０．０１８４％,日本アルコン,,先発品,,3113.4,,
外用薬,1319731Q4048,オキシグルタチオン,５００ｍＬ１キット,,,,オキシグルタチオン眼灌流液０．０１８４％キット「センジュ」,千寿製薬,後発品,,,3681.8,,
外用薬,1319732Q1019,イソプロピルウノプロストン,０．１２％１ｍＬ,,,,イソプロピルウノプロストン０．１２％１ｍＬ点眼液,,後発品,,,144.8,,
外用薬,1319732Q1035,イソプロピルウノプロストン,０．１２％１ｍＬ,,,,レスキュラ点眼液０．１２％,日東メディック,,先発品,○,252.6,,
外用薬,1319733Q1013,ベタキソロール塩酸塩,０．５％１ｍＬ,,,,ベタキソロール塩酸塩０．５％１ｍＬ点眼液,,後発品,,,135.7,,
外用薬,1319733Q1064,ベタキソロール塩酸塩,０．５％１ｍＬ,,,,ベトプティック　エス懸濁性点眼液０．５％,ノバルティス　ファーマ,,先発品,○,260.8,,
外用薬,1319733Q1072,ベタキソロール塩酸塩,０．５％１ｍＬ,,,,ベトプティック点眼液０．５％,ノバルティス　ファーマ,,先発品,○,260.8,,
外用薬,1319734Q1042,塩酸ロメフロキサシン,０．３％１ｍＬ,,,,ロメフロン点眼液０．３％,千寿製薬,,先発品,,110.7,,
外用薬,1319734Q2030,塩酸ロメフロキサシン,０．３％０．５ｍＬ１個,,,,ロメフロンミニムス眼科耳科用液０．３％,千寿製薬,,先発品,,36.2,,
外用薬,1319735Q1012,ペミロラストカリウム,５ｍｇ５ｍＬ１瓶,,,,ペミロラストカリウム５ｍｇ５ｍＬ点眼液,,後発品,,,266.6,,
外用薬,1319735Q1063,ペミロラストカリウム,５ｍｇ５ｍＬ１瓶,局,,,ペミラストン点眼液０．１％,アルフレッサファーマ,,先発品,○,317.1,,
外用薬,1319735Q1071,ペミロラストカリウム,５ｍｇ５ｍＬ１瓶,局,,,アレギサール点眼液０．１％,参天製薬,,先発品,○,559.6,,
外用薬,1319735Q1080,ペミロラストカリウム,５ｍｇ５ｍＬ１瓶,局,,,ペミロラストＫ点眼液０．１％「杏林」,キョーリンリメディオ,後発品,,,311.8,,
外用薬,1319736Q1017,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,,トラニラスト２５ｍｇ５ｍＬ点眼液,,後発品,,,271.5,,
外用薬,1319736Q1068,トラニラスト,２５ｍｇ５ｍＬ１瓶,局,,,トラメラスＰＦ点眼液０．５％,日本点眼薬研究所,,先発品,○,441.8,,
外用薬,1319736Q1076,トラニラスト,２５ｍｇ５ｍＬ１瓶,局,,,リザベン点眼液０．５％,キッセイ薬品工業,,先発品,○,441.9,,
外用薬,1319736Q1084,トラニラスト,２５ｍｇ５ｍＬ１瓶,局,,,トラメラス点眼液０．５％,ニッテン,,先発品,○,402.1,,
外用薬,1319737Q1038,アプラクロニジン塩酸塩,１％０．１ｍＬ１個,,,,アイオピジンＵＤ点眼液１％,ノバルティス　ファーマ,,先発品,,656.8,,
外用薬,1319738Q1024,ドルゾラミド塩酸塩,０．５％１ｍＬ,局,,,トルソプト点眼液０．５％,参天製薬,,先発品,,148.1,,
外用薬,1319738Q2020,ドルゾラミド塩酸塩,１％１ｍＬ,局,,,トルソプト点眼液１％,参天製薬,,先発品,,195.2,,
外用薬,1319739Q1037,ラタノプロスト,０．００５％１ｍＬ,,,,キサラタン点眼液０．００５％,ヴィアトリス製薬,,先発品,○,450,,
外用薬,1319739Q1061,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＮＳ」,日新製薬（山形）,後発品,,,242.6,,
外用薬,1319739Q1070,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＴＯＡ」,東亜薬品,後発品,,,242.6,,
外用薬,1319739Q1088,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＴＳ」,テイカ製薬,後発品,,,180.9,,
外用薬,1319739Q1118,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「科研」,科研製薬,後発品,,,242.6,,
外用薬,1319739Q1126,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「キッセイ」,キッセイ薬品工業,後発品,,,242.6,,
外用薬,1319739Q1134,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ケミファ」,日本ケミファ,後発品,,,242.6,,
外用薬,1319739Q1150,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「サワイ」,沢井製薬,後発品,,,180.9,,
外用薬,1319739Q1169,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「三和」,三和化学研究所,後発品,,,180.9,,
外用薬,1319739Q1177,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「センジュ」,千寿製薬,後発品,,,242.6,,
外用薬,1319739Q1193,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「トーワ」,東和薬品,後発品,,,242.6,,
外用薬,1319739Q1207,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「日医工」,日医工,後発品,,,180.9,,
外用薬,1319739Q1215,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ニッテン」,ニッテン,後発品,,,242.6,,
外用薬,1319739Q1223,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ニットー」,日東メディック,後発品,,,180.9,,
外用薬,1319739Q1240,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「わかもと」,わかもと製薬,後発品,,,180.9,,
外用薬,1319739Q1258,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロストＰＦ点眼液０．００５％「日点」,日本点眼薬研究所,後発品,,,242.6,,
外用薬,1319739Q1266,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＮＰ」,ニプロ,後発品,,,242.6,,
外用薬,1319739Q1274,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＣＨ」,長生堂製薬,後発品,,,242.6,,
外用薬,1319739Q1282,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＴＹＫ」,武田テバ薬品,後発品,,,242.6,,
外用薬,1319739Q1290,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「杏林」,キョーリンリメディオ,後発品,,,180.9,,
外用薬,1319739Q1304,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「サンド」,サンド,後発品,,,180.9,,
外用薬,1319739Q1312,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＳＥＣ」,参天アイケア,後発品,,,242.6,,
外用薬,1319740Q1013,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール０．２５％１ｍＬ点眼液,,後発品,,,155.5,,
外用薬,1319740Q1048,ニプラジロール,０．２５％１ｍＬ,,,,ニプラノール点眼液０．２５％,テイカ製薬,,先発品,○,185.4,,
外用薬,1319740Q1056,ニプラジロール,０．２５％１ｍＬ,,,,ハイパジールコーワ点眼液０．２５％,興和,,先発品,○,254.2,,
外用薬,1319741Q1050,イブジラスト,０．５ｍｇ５ｍＬ１瓶,,,,ケタス点眼液０．０１％,杏林製薬,,先発品,,717.8,,
外用薬,1319742Q1039,レボフロキサシン水和物,０．５％１ｍＬ,局,,,クラビット点眼液０．５％,参天製薬,,先発品,○,80.3,,
外用薬,1319742Q1055,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＦＦＰ」,共創未来ファーマ,後発品,,,44.3,,
外用薬,1319742Q1063,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＪＧ」,日本ジェネリック,後発品,,,31.6,,
外用薬,1319742Q1098,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＴＳ」,テイカ製薬,後発品,,,31.6,,
外用薬,1319742Q1101,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＹＤ」,陽進堂,後発品,,,31.6,R5.3.31まで,
外用薬,1319742Q1128,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「オーハラ」,大原薬品工業,後発品,,,31.6,,
外用薬,1319742Q1136,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「科研」,ダイト,後発品,,,31.6,,
外用薬,1319742Q1152,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「杏林」,キョーリンリメディオ,後発品,,,31.6,,
外用薬,1319742Q1179,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「タカタ」,高田製薬,後発品,,,31.6,,
外用薬,1319742Q1195,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日医工」,日医工,後発品,,,44.3,,
外用薬,1319742Q1209,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日新」,日新製薬（山形）,後発品,,,31.6,,
外用薬,1319742Q1217,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日点」,日本点眼薬研究所,後発品,,,31.6,,
外用薬,1319742Q1233,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「わかもと」,わかもと製薬,後発品,,,31.6,,
外用薬,1319742Q1241,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＴＹＫ」,武田テバ薬品,後発品,,,44.3,,
外用薬,1319742Q1250,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ファイザー」,ファイザー,後発品,,,31.6,,
外用薬,1319742Q1276,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ニプロ」,ニプロ,後発品,,,31.6,,
外用薬,1319742Q1284,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ニットー」,東亜薬品,後発品,,,31.6,,
外用薬,1319742Q2019,レボフロキサシン水和物,１．５％１ｍＬ,,,,レボフロキサシン１．５％１ｍＬ点眼液,,後発品,,,21.1,,
外用薬,1319742Q2027,レボフロキサシン水和物,１．５％１ｍＬ,局,,,クラビット点眼液１．５％,参天製薬,,先発品,○,66.7,,
外用薬,1319742Q2035,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＦＦＰ」,共創未来ファーマ,後発品,,,41.6,,
外用薬,1319742Q2051,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＴＳ」,テイカ製薬,後発品,,,31.5,,
外用薬,1319742Q2060,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＹＤ」,陽進堂,後発品,,,31.5,R5.3.31まで,
外用薬,1319742Q2094,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「科研」,ダイト,後発品,,,41.6,,
外用薬,1319742Q2108,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「杏林」,キョーリンリメディオ,後発品,,,31.5,,
外用薬,1319742Q2116,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「タカタ」,高田製薬,後発品,,,31.5,,
外用薬,1319742Q2124,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「テバ」,武田テバ薬品,後発品,,,41.6,,
外用薬,1319742Q2132,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「日新」,日新製薬（山形）,後発品,,,31.5,,
外用薬,1319742Q2140,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ファイザー」,ファイザー,後発品,,,31.5,,
外用薬,1319743Q1033,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,局,,,ブロナック点眼液０．１％,千寿製薬,,先発品,○,82.2,,
外用薬,1319743Q1041,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,局,,,ブロムフェナクＮａ点眼液０．１％「日新」,日新製薬（山形）,後発品,,,40.1,,
外用薬,1319743Q1050,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,局,,,ブロムフェナクＮａ点眼液０．１％「ニットー」,東亜薬品,後発品,,,40.1,,
外用薬,1319743Q1068,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,局,,,ブロムフェナクＮａ点眼液０．１％「日点」,日本点眼薬研究所,後発品,,,40.1,,
外用薬,1319744Q1038,レボブノロール塩酸塩,０．５％１ｍＬ,,,,レボブノロール塩酸塩点眼液０．５％「ニッテン」,ニッテン,後発品,,,217,,
外用薬,1319744Q1046,レボブノロール塩酸塩,０．５％１ｍＬ,,,,レボブノロール塩酸塩ＰＦ点眼液０．５％「日点」,日本点眼薬研究所,後発品,,,217,,
外用薬,1319745Q1024,アシタザノラスト水和物,５ｍｇ５ｍＬ１瓶,,,,ゼペリン点眼液０．１％,わかもと製薬,,先発品,,600.4,,
外用薬,1319746Q1010,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン塩酸塩０．０２５％１ｍＬ点眼液,,後発品,,,59.7,,
外用薬,1319746Q1029,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,リボスチン点眼液０．０２５％,ヤンセンファーマ,,先発品,○,98.3,,
外用薬,1319747Q1023,ブナゾシン塩酸塩,０．０１％１ｍＬ,,,,デタントール０．０１％点眼液,参天製薬,,先発品,,226.4,,
外用薬,1319748Q1036,ブリンゾラミド,１％１ｍＬ,,,,エイゾプト懸濁性点眼液１％,ノバルティス　ファーマ,,先発品,○,271.6,,
外用薬,1319748Q1044,ブリンゾラミド,１％１ｍＬ,,,,ブリンゾラミド懸濁性点眼液１％「センジュ」,千寿製薬,後発品,,,131.8,,
外用薬,1319748Q1052,ブリンゾラミド,１％１ｍＬ,,,,ブリンゾラミド懸濁性点眼液１％「ニットー」,東亜薬品,後発品,,,131.8,,
外用薬,1319748Q1060,ブリンゾラミド,１％１ｍＬ,,,,ブリンゾラミド懸濁性点眼液１％「サンド」,サンド,後発品,,,139.4,,
外用薬,1319749Q1030,ガチフロキサシン水和物,０．３％１ｍＬ,局,,,ガチフロ点眼液０．３％,千寿製薬,,先発品,,84.5,,
外用薬,1319750Q1025,シクロスポリン,０．１％０．４ｍＬ１個,,,,パピロックミニ点眼液０．１％,参天製薬,,先発品,,164.9,,
外用薬,1319751Q1020,トスフロキサシントシル酸塩水和物,０．３％１ｍＬ,,,,オゼックス点眼液０．３％,富士フイルム富山化学,,先発品,,97,,
外用薬,1319751Q1038,トスフロキサシントシル酸塩水和物,０．３％１ｍＬ,,,,トスフロ点眼液０．３％,日東メディック,,先発品,,87.2,,
外用薬,1319752Q1024,オロパタジン塩酸塩,０．１％１ｍＬ,,,,パタノール点眼液０．１％,ノバルティス　ファーマ,,先発品,○,116.6,,
外用薬,1319752Q1032,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「ＴＳ」,テイカ製薬,後発品,,,56.5,,
外用薬,1319752Q1040,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「杏林」,キョーリンリメディオ,後発品,,,56.5,,
外用薬,1319752Q1059,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「サワイ」,沢井製薬,後発品,,,59.8,,
外用薬,1319752Q1067,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「サンド」,サンド,後発品,,,56.5,,
外用薬,1319752Q1075,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「三和」,三和化学研究所,後発品,,,56.5,,
外用薬,1319752Q1083,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「センジュ」,千寿製薬,後発品,,,59.8,,
外用薬,1319752Q1091,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「タカタ」,高田製薬,後発品,,,59.8,,
外用薬,1319752Q1105,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「トーワ」,東和薬品,後発品,,,56.5,,
外用薬,1319752Q1113,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「日新」,日新製薬（山形）,後発品,,,56.5,,
外用薬,1319752Q1121,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「ニッテン」,ニッテン,後発品,,,56.5,,
外用薬,1319752Q1130,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「ニットー」,東亜薬品,後発品,,,56.5,,
外用薬,1319752Q1148,オロパタジン塩酸塩,０．１％１ｍＬ,,,,オロパタジン点眼液０．１％「わかもと」,シー・エイチ・オー新薬,後発品,,,59.8,,
外用薬,1319753Q1029,モキシフロキサシン塩酸塩,０．５％１ｍＬ,,,,ベガモックス点眼液０．５％,ノバルティス　ファーマ,,先発品,○,80.8,,
外用薬,1319753Q1037,モキシフロキサシン塩酸塩,０．５％１ｍＬ,,,,モキシフロキサシン点眼液０．５％「日点」,日本点眼薬研究所,後発品,,,37.5,,
外用薬,1319753Q1045,モキシフロキサシン塩酸塩,０．５％１ｍＬ,,,,モキシフロキサシン点眼液０．５％「ニットー」,東亜薬品,後発品,,,37.5,,
外用薬,1319753Q1053,モキシフロキサシン塩酸塩,０．５％１ｍＬ,,,,モキシフロキサシン点眼液０．５％「サンド」,サンド,後発品,,,37.5,,
外用薬,1319754Q1023,トラボプロスト,０．００４％１ｍＬ,,,,トラバタンズ点眼液０．００４％,ノバルティス　ファーマ,,先発品,○,615.5,,
外用薬,1319754Q1031,トラボプロスト,０．００４％１ｍＬ,,,,トラボプロスト点眼液０．００４％「ニットー」,東亜薬品,後発品,,,305.2,,
外用薬,1319755Q1028,タクロリムス水和物,０．１％５ｍＬ１瓶,,,,タリムス点眼液０．１％,千寿製薬,,先発品,,9785.3,,
外用薬,1319756Q1022,タフルプロスト,０．００１５％１ｍＬ,,,,タプロス点眼液０．００１５％,参天製薬,,先発品,,871.4,,
外用薬,1319756Q2029,タフルプロスト,０．００１５％０．３ｍＬ１個,,,,タプロスミニ点眼液０．００１５％,参天製薬,,先発品,,88.4,,
外用薬,1319757Q1027,ビマトプロスト,０．０３％１ｍＬ,,,,ルミガン点眼液０．０３％,千寿製薬,,先発品,○,652.5,,
外用薬,1319757Q1035,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「ＳＥＣ」,参天アイケア,後発品,,,232.2,,
外用薬,1319757Q1043,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「ＴＳ」,テイカ製薬,後発品,,,232.2,,
外用薬,1319757Q1051,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「日新」,日新製薬（山形）,後発品,,,232.2,,
外用薬,1319757Q1060,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「ニットー」,東亜薬品,後発品,,,232.2,,
外用薬,1319757Q1078,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「わかもと」,わかもと製薬,後発品,,,232.2,,
外用薬,1319758Q1021,ジクアホソルナトリウム,３％５ｍＬ１瓶,,,,ジクアス点眼液３％,参天製薬,,先発品,,529.8,,
外用薬,1319759Q1026,ネパフェナク,０．１％１ｍＬ,,,,ネバナック懸濁性点眼液０．１％,ノバルティス　ファーマ,,先発品,,153,,
外用薬,1319760Q1029,レバミピド,２％０．３５ｍＬ１本,,,,ムコスタ点眼液ＵＤ２％,大塚製薬,,先発品,,27.3,,
外用薬,1319761Q1023,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,アイファガン点眼液０．１％,千寿製薬,,先発品,○,346.1,,
外用薬,1319761Q1031,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,ブリモニジン酒石酸塩点眼液０．１％「ＮＩＴ」,東亜薬品,後発品,,,155.1,,
外用薬,1319761Q1040,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,ブリモニジン酒石酸塩点眼液０．１％「ＳＥＣ」,参天アイケア,後発品,,,155.1,,
外用薬,1319761Q1058,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,ブリモニジン酒石酸塩点眼液０．１％「日新」,日新製薬（山形）,後発品,,,155.1,,
外用薬,1319761Q1066,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,ブリモニジン酒石酸塩点眼液０．１％「日点」,日本点眼薬研究所,後発品,,,155.1,,
外用薬,1319761Q1074,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,ブリモニジン酒石酸塩点眼液０．１％「わかもと」,わかもと製薬,後発品,,,155.1,,
外用薬,1319761Q1082,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,ブリモニジン酒石酸塩点眼液０．１％「ＴＳ」,テイカ製薬,後発品,,,155.1,,
外用薬,1319762Q1028,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,アレジオン点眼液０．０５％,参天製薬,,先発品,○,271.7,,
外用薬,1319762Q1036,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「ＧＯ」,大興製薬,後発品,,,130.9,,
外用薬,1319762Q1044,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「ＳＮ」,シオノケミカル,後発品,,,130.9,,
外用薬,1319762Q1052,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「ＴＳ」,テイカ製薬,後発品,,,130.9,,
外用薬,1319762Q1060,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「杏林」,キョーリンリメディオ,後発品,,,130.9,,
外用薬,1319762Q1079,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「サワイ」,沢井製薬,後発品,,,130.9,,
外用薬,1319762Q1087,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「センジュ」,千寿製薬,後発品,,,130.9,,
外用薬,1319762Q1095,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「トーワ」,東和薬品,後発品,,,130.9,,
外用薬,1319762Q1109,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「日新」,日新製薬（山形）,後発品,,,130.9,,
外用薬,1319762Q1117,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「日点」,日本点眼薬研究所,後発品,,,130.9,,
外用薬,1319762Q1125,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「ニットー」,東亜薬品,後発品,,,130.9,,
外用薬,1319762Q1133,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「ニプロ」,リョートーファイン,後発品,,,130.9,,
外用薬,1319762Q1141,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,エピナスチン塩酸塩点眼液０．０５％「わかもと」,わかもと製薬,後発品,,,130.9,,
外用薬,1319762Q2024,エピナスチン塩酸塩,０．１％１ｍＬ,,,,アレジオンＬＸ点眼液０．１％,参天製薬,,先発品,,541.5,,
外用薬,1319763Q1022,リパスジル塩酸塩水和物,０．４％１ｍＬ,,,,グラナテック点眼液０．４％,興和,,先発品,,449.5,,
外用薬,1319764Q1027,オミデネパグ　イソプロピル,０．００２％１ｍＬ,,,,エイベリス点眼液０．００２％,参天製薬,,先発品,,925.6,,
外用薬,1319800M1023,エリスロマイシンラクトビオン酸塩・コリスチンメタンスルホン酸ナトリウム,１ｇ,,,,エコリシン眼軟膏,参天製薬,,先発品,,67.8,,
外用薬,1319802Q2020,クロラムフェニコール・コリスチンメタンスルホン酸ナトリウム,５ｍＬ１瓶,局,,,オフサロン点眼液,わかもと製薬,,,,127.8,,
外用薬,1319802Q2039,クロラムフェニコール・コリスチンメタンスルホン酸ナトリウム,５ｍＬ１瓶,局,,,コリナコール点眼液,日本点眼薬研究所,,,,127.8,,
外用薬,1319807M1025,フラジオマイシン硫酸塩・メチルプレドニゾロン,１ｇ,,,,ネオメドロールＥＥ軟膏,ファイザー,,,,46.6,,
外用薬,1319808Q2036,ホウ酸・無機塩類配合剤,５ｍＬ１瓶,,,,人工涙液マイティア点眼液,千寿製薬,,,,87.1,,
外用薬,1319809X2043,ネオスチグミン・無機塩類配合剤,５ｍＬ１瓶,,,,ミオピン点眼液,参天製薬,,,,86.4,,
外用薬,1319809X2051,ネオスチグミン・無機塩類配合剤,５ｍＬ１瓶,,,,マイピリン点眼液,日本点眼薬研究所,後発品,,,86.4,,
外用薬,1319810Q1029,トロピカミド・フェニレフリン塩酸塩,１ｍＬ,,,,オフミック点眼液,わかもと製薬,後発品,,,19.3,,
外用薬,1319810Q1053,トロピカミド・フェニレフリン塩酸塩,１ｍＬ,,,,ミドリンＰ点眼液,参天製薬,,,,27.5,,
外用薬,1319810Q1061,トロピカミド・フェニレフリン塩酸塩,１ｍＬ,,,,サンドールＰ点眼液,日本点眼薬研究所,後発品,,,19.3,,
外用薬,1319810Q1070,トロピカミド・フェニレフリン塩酸塩,１ｍＬ,,,,ミドレフリンＰ点眼液,日東メディック,後発品,,,19.3,,
外用薬,1319811Q2020,フラビンアデニンジヌクレオチドナトリウム・コンドロイチン硫酸エステルナトリウム,５ｍＬ１瓶,,,,ムコファジン点眼液,わかもと製薬,,,,86.4,,
外用薬,1319811Q2038,フラビンアデニンジヌクレオチドナトリウム・コンドロイチン硫酸エステルナトリウム,５ｍＬ１瓶,,,,ムコティア点眼液,日本点眼薬研究所,後発品,,,86.4,,
外用薬,1319812M1026,ベタメタゾンリン酸エステルナトリウム・フラジオマイシン硫酸塩,１ｇ,,,,眼・耳科用リンデロンＡ軟膏,シオノギファーマ,,,,67.7,,
外用薬,1319813Q1049,ベタメタゾンリン酸エステルナトリウム・フラジオマイシン硫酸塩,１ｍＬ,,,,点眼・点鼻用リンデロンＡ液,シオノギファーマ,,,,78.2,,
外用薬,1319813Q1057,ベタメタゾンリン酸エステルナトリウム・フラジオマイシン硫酸塩,１ｍＬ,,,,ベルベゾロンＦ点眼・点鼻液,日本点眼薬研究所,,,,78.2,,
外用薬,1319814Q1035,ブドウ糖・無機塩類配合剤,２０ｍＬ１管,,,,オペガードＭＡ眼灌流液,千寿製薬,,先発品,,569.1,,
外用薬,1319814Q4026,ブドウ糖・無機塩類配合剤,３００ｍＬ１袋,,,,オペガードＭＡ眼灌流液,千寿製薬,,先発品,,2029.2,,
外用薬,1319814Q5022,ブドウ糖・無機塩類配合剤,５００ｍＬ１袋,,,,オペガードＭＡ眼灌流液,千寿製薬,,先発品,,2029.2,,
外用薬,1319816Q1034,精製ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム,０．５ｍＬ１筒,,,,ビスコート０．５眼粘弾剤,日本アルコン,後発品,,,4224.7,,
