薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考
7219412A2106,イオパミドール,バイステージ３００注５０ｍＬ,3,,,
7219412A3072,イオパミドール,イオパミロン注３００,2,,,
7219412A3080,イオパミドール,オイパロミン３００注１００ｍＬ,3,,,
7219412A3102,イオパミドール,イオパミドール３００注１００ｍＬ「ＨＫ」,3,,,
7219412A3110,イオパミドール,バイステージ３００注１００ｍＬ,3,,,
7219412A5067,イオパミドール,イオパミロン注３７０,2,,,
7219412A5075,イオパミドール,オイパロミン３７０注５０ｍＬ,3,,,
7219412A5091,イオパミドール,イオパミドール３７０注５０ｍＬ「ＨＫ」,3,,,
7219412A5105,イオパミドール,バイステージ３７０注５０ｍＬ,3,,,
7219412A6071,イオパミドール,イオパミロン注３７０,2,,,
7219412A6080,イオパミドール,オイパロミン３７０注１００ｍＬ,3,,,
7219412A6101,イオパミドール,イオパミドール３７０注１００ｍＬ「ＨＫ」,3,,,
7219412A6110,イオパミドール,バイステージ３７０注１００ｍＬ,3,,,
7219412A7043,イオパミドール,イオパミロン注１５０,2,,,
7219412A7060,イオパミドール,オイパロミン１５０注５０ｍＬ,3,,,
7219412A7078,イオパミドール,バイステージ１５０注５０ｍＬ,3,,,
7219412A8040,イオパミドール,イオパミロン注１５０,2,,,
7219412A8066,イオパミドール,オイパロミン１５０注２００ｍＬ,3,,,
7219412A8074,イオパミドール,バイステージ１５０注２００ｍＬ,3,,,
7219412A9054,イオパミドール,イオパミロン注３００,2,,,
7219412A9070,イオパミドール,オイパロミン３００注２０ｍＬ,3,,,
7219412A9097,イオパミドール,イオパミドール３００注２０ｍＬ「ＨＫ」,3,,,
7219412A9100,イオパミドール,バイステージ３００注２０ｍＬ,3,,,
7219412G1030,イオパミドール,イオパミロン注３００シリンジ,2,,,
7219412G1048,イオパミドール,オイパロミン３００注シリンジ１００ｍＬ,3,,,
7219412G1064,イオパミドール,イオパミドール３００注シリンジ１００ｍＬ「ＨＫ」,3,,,
7219412G1072,イオパミドール,バイステージ注３００シリンジ１００ｍＬ,3,,,
7219412G2052,イオパミドール,イオパミロン注３００シリンジ,2,,,
7219412G2060,イオパミドール,オイパロミン３００注シリンジ５０ｍＬ,3,,,
7219412G2087,イオパミドール,バイステージ注３００シリンジ５０ｍＬ,3,,,
7219412G2095,イオパミドール,イオパミドール３００注シリンジ５０ｍＬ「ＨＫ」,3,,,
7219412G5043,イオパミドール,バイステージ注３７０シリンジ１００ｍＬ,3,,,
7219412G6031,イオパミドール,イオパミロン注３００シリンジ,2,,,
7219412G6040,イオパミドール,オイパロミン３００注シリンジ８０ｍＬ,3,,,
7219412G6058,イオパミドール,バイステージ注３００シリンジ８０ｍＬ,3,,,
7219412G6074,イオパミドール,イオパミドール３００注シリンジ８０ｍＬ「ＨＫ」,3,,,
7219412G7038,イオパミドール,イオパミロン注３７０シリンジ,2,,,
7219412G7046,イオパミドール,オイパロミン３７０注シリンジ１００ｍＬ,3,,,
7219412G7062,イオパミドール,イオパミドール３７０注シリンジ１００ｍＬ「ＨＫ」,3,,,
7219412G9030,イオパミドール,イオパミロン注３７０シリンジ,2,,,
7219412G9057,イオパミドール,オイパロミン３７０注シリンジ８０ｍＬ,3,,,
7219412G9065,イオパミドール,バイステージ注３７０シリンジ８０ｍＬ,3,,,
7219412G9081,イオパミドール,イオパミドール３７０注シリンジ８０ｍＬ「ＨＫ」,3,,,
7219412H1051,イオパミドール,イオパミロン注３７０,2,,,
7219412H1078,イオパミドール,オイパロミン３７０注２０ｍＬ,3,,,
7219412H1094,イオパミドール,イオパミドール３７０注２０ｍＬ「ＨＫ」,3,,,
7219412H1108,イオパミドール,バイステージ３７０注２０ｍＬ,3,,,
7219412P1030,イオパミドール,イオパミロン注３７０シリンジ,2,,,
7219412P1056,イオパミドール,バイステージ注３７０シリンジ５０ｍＬ,3,,,
7219412P1064,イオパミドール,オイパロミン３７０注シリンジ５０ｍＬ,3,,,
7219412P1072,イオパミドール,イオパミドール３７０注シリンジ５０ｍＬ「ＨＫ」,3,,,
7219412P2028,イオパミドール,オイパロミン３００注シリンジ１５０ｍＬ,3,,,
7219412P3024,イオパミドール,イオパミロン注３７０シリンジ,2,,,
7219412P3032,イオパミドール,オイパロミン３７０注シリンジ６５ｍＬ,3,,,
7219412P3040,イオパミドール,バイステージ注３７０シリンジ６５ｍＬ,3,,,
7219412P3059,イオパミドール,イオパミドール３７０注シリンジ６５ｍＬ「ＨＫ」,3,,,
7219413A1040,イオキサグル酸,ヘキサブリックス３２０注２０ｍＬ,1,,,
7219413A2046,イオキサグル酸,ヘキサブリックス３２０注５０ｍＬ,1,,,
7219413A3042,イオキサグル酸,ヘキサブリックス３２０注１００ｍＬ,1,,,
7219414A2032,イオトロラン,イソビスト注３００,1,,,
7219414A3039,イオトロラン,イソビスト注２４０,1,,,
7219415A1030,イオヘキソール,オムニパーク１４０注５０ｍＬ,2,,,
7219415A1049,イオヘキソール,イオベリン１４０注５０ｍＬ,3,,,
7219415A2037,イオヘキソール,オムニパーク１４０注２２０ｍＬ,2,,,
7219415A2045,イオヘキソール,イオベリン１４０注２２０ｍＬ,3,,,
7219415A3033,イオヘキソール,オムニパーク１８０注１０ｍＬ,2,,,
7219415A3041,イオヘキソール,イオベリン１８０注１０ｍＬ,3,,,
7219415A4030,イオヘキソール,オムニパーク２４０注１０ｍＬ,2,,,
7219415A4048,イオヘキソール,イオベリン２４０注１０ｍＬ,3,,,
7219415A5036,イオヘキソール,オムニパーク２４０注２０ｍＬ,2,,,
7219415A5044,イオヘキソール,イオベリン２４０注２０ｍＬ,3,,,
7219415A6032,イオヘキソール,オムニパーク２４０注５０ｍＬ,2,,,
7219415A6040,イオヘキソール,イオベリン２４０注５０ｍＬ,3,,,
7219415A7039,イオヘキソール,オムニパーク２４０注１００ｍＬ,2,,,
7219415A7047,イオヘキソール,イオベリン２４０注１００ｍＬ,3,,,
7219415A8043,イオヘキソール,オムニパーク３００注１０ｍＬ,2,,,
7219415A8051,イオヘキソール,イオヘキソール３００注１０ｍＬ「ＨＫ」,3,,,
7219415A8060,イオヘキソール,イオパーク３００注１０ｍＬ,3,,,
7219415A8078,イオヘキソール,イオベリン３００注１０ｍＬ,3,,,
7219415A9058,イオヘキソール,イオパーク３００注２０ｍＬ,3,,,
7219415A9066,イオヘキソール,オムニパーク３００注２０ｍＬ,2,,,
7219415A9074,イオヘキソール,イオヘキソール３００注２０ｍＬ「ＨＫ」,3,,,
7219415A9082,イオヘキソール,イオベリン３００注２０ｍＬ,3,,,
7219415G1041,イオヘキソール,イオパーク２４０注シリンジ１００ｍＬ,★,,,
7219415G1050,イオヘキソール,オムニパーク２４０注シリンジ１００ｍＬ,☆,,,
7219415G1068,イオヘキソール,イオベリン２４０注シリンジ１００ｍＬ,★,,,
7219415G2056,イオヘキソール,イオパーク３００注シリンジ５０ｍＬ,3,,,
7219415G2064,イオヘキソール,オムニパーク３００注シリンジ５０ｍＬ,2,,,
7219415G2072,イオヘキソール,イオソール注３００シリンジ５０ｍＬ,3,,,
7219415G2080,イオヘキソール,イオヘキソール３００注シリンジ５０ｍＬ「ＨＫ」,3,,,
7219415G2099,イオヘキソール,イオベリン３００注シリンジ５０ｍＬ,3,,,
7219415G3087,イオヘキソール,イオパーク３００注シリンジ１００ｍＬ,3,,,
7219415G3109,イオヘキソール,イオソール注３００シリンジ１００ｍＬ,3,,,
7219415G3117,イオヘキソール,オムニパーク３００注シリンジ１００ｍＬ,2,,,
7219415G3125,イオヘキソール,イオヘキソール３００注シリンジ１００ｍＬ「ＨＫ」,3,,,
7219415G3133,イオヘキソール,イオベリン３００注シリンジ１００ｍＬ,3,,,
7219415G4059,イオヘキソール,イオパーク３００注シリンジ８０ｍＬ,3,,,
7219415G4067,イオヘキソール,オムニパーク３００注シリンジ８０ｍＬ,2,,,
7219415G4075,イオヘキソール,イオソール注３００シリンジ８０ｍＬ,3,,,
7219415G4083,イオヘキソール,イオヘキソール３００注シリンジ８０ｍＬ「ＨＫ」,3,,,
7219415G4091,イオヘキソール,イオベリン３００注シリンジ８０ｍＬ,3,,,
7219415G5055,イオヘキソール,イオパーク３５０注シリンジ１００ｍＬ,3,,,
7219415G5063,イオヘキソール,オムニパーク３５０注シリンジ１００ｍＬ,2,,,
7219415G5071,イオヘキソール,イオヘキソール３５０注シリンジ１００ｍＬ「ＨＫ」,3,,,
7219415G5080,イオヘキソール,イオベリン３５０注シリンジ１００ｍＬ,3,,,
7219415G6035,イオヘキソール,オムニパーク３００注シリンジ１５０ｍＬ,2,,,
7219415G6043,イオヘキソール,イオソール注３００シリンジ１５０ｍＬ,3,,,
7219415G6051,イオヘキソール,イオパーク３００注シリンジ１５０ｍＬ,3,,,
7219415G6060,イオヘキソール,イオヘキソール３００注シリンジ１５０ｍＬ「ＨＫ」,3,,,
7219415G6078,イオヘキソール,イオベリン３００注シリンジ１５０ｍＬ,3,,,
7219415G7031,イオヘキソール,オムニパーク３００注シリンジ１２５ｍＬ,2,,,
7219415G7040,イオヘキソール,イオソール注３００シリンジ１２５ｍＬ,3,,,
7219415G7058,イオヘキソール,イオパーク３００注シリンジ１２５ｍＬ,3,,,
7219415G7066,イオヘキソール,イオヘキソール３００注シリンジ１２５ｍＬ「ＨＫ」,3,,,
7219415G7074,イオヘキソール,イオベリン３００注シリンジ１２５ｍＬ,3,,,
7219415G8038,イオヘキソール,オムニパーク３５０注シリンジ７０ｍＬ,2,,,
7219415G8046,イオヘキソール,イオパーク３５０注シリンジ７０ｍＬ,3,,,
7219415G8054,イオヘキソール,イオベリン３５０注シリンジ７０ｍＬ,3,,,
7219415G8062,イオヘキソール,イオヘキソール３５０注シリンジ７０ｍＬ「ＨＫ」,3,,,
7219415G9026,イオヘキソール,オムニパーク３００注シリンジ１１０ｍＬ,2,,,
7219415G9034,イオヘキソール,イオパーク３００注シリンジ１１０ｍＬ,3,,,
7219415G9042,イオヘキソール,イオソール注３００シリンジ１１０ｍＬ,3,,,
7219415G9050,イオヘキソール,イオヘキソール３００注シリンジ１１０ｍＬ「ＨＫ」,3,,,
7219415G9069,イオヘキソール,イオベリン３００注シリンジ１１０ｍＬ,3,,,
7219415H1063,イオヘキソール,イオパーク３００注５０ｍＬ,3,,,
7219415H1071,イオヘキソール,オムニパーク３００注５０ｍＬ,2,,,
7219415H1080,イオヘキソール,イオヘキソール３００注５０ｍＬ「ＨＫ」,3,,,
7219415H1098,イオヘキソール,イオベリン３００注５０ｍＬ,3,,,
7219415H2060,イオヘキソール,イオパーク３００注１００ｍＬ,3,,,
7219415H2078,イオヘキソール,オムニパーク３００注１００ｍＬ,2,,,
7219415H2086,イオヘキソール,イオヘキソール３００注１００ｍＬ「ＨＫ」,3,,,
7219415H2094,イオヘキソール,イオベリン３００注１００ｍＬ,3,,,
7219415H3058,イオヘキソール,イオパーク３５０注２０ｍＬ,3,,,
7219415H3066,イオヘキソール,オムニパーク３５０注２０ｍＬ,2,,,
7219415H3074,イオヘキソール,イオベリン３５０注２０ｍＬ,3,,,
7219415H4054,イオヘキソール,イオパーク３５０注５０ｍＬ,3,,,
7219415H4062,イオヘキソール,オムニパーク３５０注５０ｍＬ,2,,,
7219415H4070,イオヘキソール,イオベリン３５０注５０ｍＬ,3,,,
7219415H5050,イオヘキソール,イオパーク３５０注１００ｍＬ,3,,,
7219415H5069,イオヘキソール,オムニパーク３５０注１００ｍＬ,2,,,
7219415H5077,イオヘキソール,イオベリン３５０注１００ｍＬ,3,,,
7219415H6030,イオヘキソール,オムニパーク３００注１５０ｍＬ,2,,,
7219415H6065,イオヘキソール,イオベリン３００注１５０ｍＬ,3,,,
7219415H7053,イオヘキソール,イオヘキソール３００注バッグ１００ｍＬ「ＨＫ」,3,,,
7219415H8025,イオヘキソール,オムニパーク３５０注シリンジ４５ｍＬ,2,,,
7219415H8033,イオヘキソール,イオベリン３５０注シリンジ４５ｍＬ,3,,,
7219416A6037,イオベルソール,オプチレイ２４０注１００ｍＬ,1,,,
7219416A8030,イオベルソール,オプチレイ３２０注２０ｍＬ,1,,,
7219416A9036,イオベルソール,オプチレイ３２０注５０ｍＬ,1,,,
7219416G1038,イオベルソール,オプチレイ２４０注シリンジ１００ｍＬ,1,,,
7219416G3030,イオベルソール,オプチレイ３２０注シリンジ７５ｍＬ,1,,,
7219416G4037,イオベルソール,オプチレイ３２０注シリンジ１００ｍＬ,1,,,
7219416G5041,イオベルソール,オプチレイ３２０注シリンジ４０ｍＬ,1,,H31.3.31まで,
7219416G7036,イオベルソール,オプチレイ３２０注シリンジ５０ｍＬ,1,,H31.3.31まで,
7219416G8032,イオベルソール,オプチレイ３５０注シリンジ５０ｍＬ,1,,H31.3.31まで,
7219416G9039,イオベルソール,オプチレイ３５０注シリンジ１００ｍＬ,1,,,
7219416H1033,イオベルソール,オプチレイ３２０注１００ｍＬ,1,,,
7219416H2030,イオベルソール,オプチレイ３５０注２０ｍＬ,1,,,
7219416H3036,イオベルソール,オプチレイ３５０注５０ｍＬ,1,,,
7219416H4032,イオベルソール,オプチレイ３５０注１００ｍＬ,1,,,
7219416H5039,イオベルソール,オプチレイ３２０注７５ｍＬ,1,,,
7219416P1020,イオベルソール,オプチレイ３５０注シリンジ１３５ｍＬ,1,,,
7219417A1030,イオメプロール,イオメロン３００注２０ｍＬ,1,,,
7219417A2036,イオメプロール,イオメロン３００注５０ｍＬ,1,,,
7219417A3032,イオメプロール,イオメロン３００注１００ｍＬ,1,,,
7219417A4039,イオメプロール,イオメロン３５０注２０ｍＬ,1,,,
7219417A5035,イオメプロール,イオメロン３５０注５０ｍＬ,1,,,
7219417A6031,イオメプロール,イオメロン３５０注１００ｍＬ,1,,,
7219417A7038,イオメプロール,イオメロン４００注２０ｍＬ,1,,H31.3.31まで,
7219417A8034,イオメプロール,イオメロン４００注５０ｍＬ,1,,,
7219417A9030,イオメプロール,イオメロン４００注１００ｍＬ,1,,,
7219417G1032,イオメプロール,イオメロン３００注シリンジ５０ｍＬ,1,,,
7219417G2039,イオメプロール,イオメロン３００注シリンジ１００ｍＬ,1,,,
7219417G3035,イオメプロール,イオメロン３５０注シリンジ５０ｍＬ,1,,,
7219417G4031,イオメプロール,イオメロン３５０注シリンジ１００ｍＬ,1,,,
7219417G5038,イオメプロール,イオメロン３００注シリンジ７５ｍＬ,1,,,
7219417G6034,イオメプロール,イオメロン３５０注シリンジ７５ｍＬ,1,,,
7219417G7030,イオメプロール,イオメロン３５０注シリンジ１３５ｍＬ,1,,,
7219418A6036,イオプロミド,プロスコープ３００注２０ｍＬ,2,,,
7219418A6044,イオプロミド,イオプロミド３００注２０ｍＬ「ＦＲＩ」,3,,,
7219418A7032,イオプロミド,プロスコープ３００注５０ｍＬ,2,,,
7219418A7040,イオプロミド,イオプロミド３００注５０ｍＬ「ＦＲＩ」,3,,,
7219418A8039,イオプロミド,プロスコープ３００注１００ｍＬ,2,,,
7219418A8047,イオプロミド,イオプロミド３００注１００ｍＬ「ＦＲＩ」,3,,,
7219418A9035,イオプロミド,プロスコープ３７０注２０ｍＬ,2,,,
7219418A9043,イオプロミド,イオプロミド３７０注２０ｍＬ「ＦＲＩ」,3,,,
7219418G1037,イオプロミド,プロスコープ３００注シリンジ１００ｍＬ,2,,,
7219418G1045,イオプロミド,イオプロミド３００注シリンジ１００ｍＬ「ＦＲＩ」,3,,,
7219418G2025,イオプロミド,プロスコープ３００注シリンジ５０ｍＬ,2,,,
7219418G2033,イオプロミド,イオプロミド３００注シリンジ５０ｍＬ「ＦＲＩ」,3,,,
7219418G3021,イオプロミド,プロスコープ３００注シリンジ８０ｍＬ,2,,,
7219418G3030,イオプロミド,イオプロミド３００注シリンジ８０ｍＬ「ＦＲＩ」,3,,,
7219418G4028,イオプロミド,イオプロミド３７０注シリンジ５０ｍＬ「ＦＲＩ」,3,,,
7219418G4036,イオプロミド,プロスコープ３７０注シリンジ５０ｍＬ,2,,,
7219418G5024,イオプロミド,イオプロミド３７０注シリンジ８０ｍＬ「ＦＲＩ」,3,,,
7219418G5032,イオプロミド,プロスコープ３７０注シリンジ８０ｍＬ,2,,,
7219418G6020,イオプロミド,イオプロミド３７０注シリンジ１００ｍＬ「ＦＲＩ」,3,,,
7219418G6039,イオプロミド,プロスコープ３７０注シリンジ１００ｍＬ,2,,,
7219418H1032,イオプロミド,プロスコープ３７０注５０ｍＬ,2,,,
7219418H1040,イオプロミド,イオプロミド３７０注５０ｍＬ「ＦＲＩ」,3,,,
7219418H2039,イオプロミド,プロスコープ３７０注１００ｍＬ,2,,,
7219418H2047,イオプロミド,イオプロミド３７０注１００ｍＬ「ＦＲＩ」,3,,,
7219420A1031,イオジキサノール,ビジパーク２７０注２０ｍＬ,1,,,
7219420A2038,イオジキサノール,ビジパーク２７０注５０ｍＬ,1,,,
7219420A3034,イオジキサノール,ビジパーク２７０注１００ｍＬ,1,,,
7219420A4030,イオジキサノール,ビジパーク３２０注５０ｍＬ,1,,,
7219420A5037,イオジキサノール,ビジパーク３２０注１００ｍＬ,1,,,
7223001M1035,メチラポン,メトピロンカプセル２５０ｍｇ,,,,
7223400A1037,ゴナドレリン酢酸塩,ＬＨ－ＲＨ注０．１ｍｇ「タナベ」,1,,,
7223401A1082,プロチレリン酒石酸塩水和物,ボグニン注０．５ｍｇ,3,,,
7223401A1104,プロチレリン酒石酸塩水和物,ヒルトニン０．５ｍｇ注射液,2,,,
7223401A1112,プロチレリン酒石酸塩水和物,プロチレリン酒石酸塩注射液０．５ｍｇ「サワイ」,3,,,
7223401A1120,プロチレリン酒石酸塩水和物,プロチレリン酒石酸塩注０．５ｍｇ「ＮＰ」,3,,,
7223401A2020,プロチレリン酒石酸塩水和物,ヒルトニン１ｍｇ注射液,2,,,
7223401A2046,プロチレリン酒石酸塩水和物,ボグニン注１ｍｇ,3,,,
7223401A2070,プロチレリン酒石酸塩水和物,プロチレリン酒石酸塩注射液１ｍｇ「サワイ」,3,,,
7223401A2089,プロチレリン酒石酸塩水和物,プロチレリン酒石酸塩注１ｍｇ「ＮＰ」,3,,,
7223401A3026,プロチレリン酒石酸塩水和物,ヒルトニン２ｍｇ注射液,2,,,
7223401A3085,プロチレリン酒石酸塩水和物,ボグニン注２ｍｇ,3,,,
7223401A3093,プロチレリン酒石酸塩水和物,プロチレリン酒石酸塩注射液２ｍｇ「サワイ」,3,,,
7223401A3107,プロチレリン酒石酸塩水和物,プロチレリン酒石酸塩注２ｍｇ「ＮＰ」,3,,,
7223402A1036,プロチレリン,ＴＲＨ注０．５ｍｇ「タナベ」,1,,,
7223403D1045,テリパラチド酢酸塩,テリパラチド酢酸塩静注用１００「旭化成」,1,,,
7223404A2031,Ｌ－アルギニン塩酸塩,アルギニン点滴静注３０ｇ「ＡＹ」,1,,,
7223405D1028,ソマトレリン酢酸塩,注射用ＧＲＦ住友５０,1,,,
7223405D2024,ソマトレリン酢酸塩,注射用ＧＲＦ住友１００,1,,,
7223406D1030,コルチコレリン（ヒト）,ヒトＣＲＨ静注用１００μｇ「タナベ」,1,,,
7223407D1027,プラルモレリン塩酸塩,注射用ＧＨＲＰ科研１００,1,,,
7224400A1034,インドシアニングリーン,ジアグノグリーン注射用２５ｍｇ,1,,,
7225400A1015,インジゴカルミン,インジゴカルミン注射液,,,,
7225401A1028,パラアミノ馬尿酸ナトリウム,パラアミノ馬尿酸ソーダ注射液１０％（第一三共）,,,,
7225402A1014,フェノールスルホンフタレイン,フェノールスルホンフタレイン注射液,,,,
7225403A2023,イヌリン,イヌリード注,1,,,
7229001S1038,ベンチロミド,膵外分泌機能検査用ＰＦＤ内服液５００ｍｇ,1,,,
7229400D1088,グルカゴン,グルカゴン注射用１単位「イトウ」,3,,,
7229400D1096,グルカゴン,グルカゴン注射用１単位「Ｆ」,3,,,
7229401A1035,エドロホニウム塩化物,アンチレクス静注１０ｍｇ,,,,
7229402D1036,グルカゴン（遺伝子組換え）,グルカゴンＧノボ注射用１ｍｇ,1,,,
7290001S1037,デンプン部分加水分解物,トレーランＧ液５０ｇ,,,,
7290003S1044,デンプン部分加水分解物,トレーランＧ液７５ｇ,,,,
7290004B1030,クエン酸鉄アンモニウム,フェリセルツ散２０％,1,,,
7290005F1029,尿素（１３Ｃ）,ピロニック錠１００ｍｇ,1,,,
7290005F1037,尿素（１３Ｃ）,ユービット錠１００ｍｇ,1,,,
7290006S1021,塩化マンガン四水和物,ボースデル内用液１０,1,,,
7290007D1027,アミノレブリン酸塩酸塩,アラグリオ顆粒剤分包１．５ｇ,1,,,
7290007X1023,アミノレブリン酸塩酸塩,アラグリオ内用剤１．５ｇ,1,,,
7290007X1031,アミノレブリン酸塩酸塩,アラベル内用剤１．５ｇ,1,,,
7290400A1030,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」アサ布１：１，０００,,,,
7290400A1048,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」アジ１：１，０００,,,,
7290400A1056,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」アスペルギルス１：１０，０００,,,,
7290400A1064,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」アルテルナリア１：１０，０００,,,,
7290400A1072,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」イカ１：１，０００,,,,
7290400A1080,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」イースト（パン種）１：１，０００,,,,
7290400A1099,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」イネワラ１：１，０００,,,,
7290400A1102,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」イワシ１：１，０００,,,,
7290400A1110,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」エダマメ１：１，０００,,,,
7290400A1129,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」エビ１：１，０００,,,,
7290400A1137,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」大麦１：１，０００,,,,
7290400A1145,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」カツオ１：１，０００,,,,
7290400A1153,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」カナムグラ花粉１：１，０００,,,,
7290400A1161,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」カニ１：１，０００,,,,
7290400A1170,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」カポック１：１，０００,,,,
7290400A1188,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」カモガヤ花粉１：１，０００,,,,
7290400A1196,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」カンジダ１：１０，０００,,,,
7290400A1200,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」キヌ１：１，０００,,,,
7290400A1218,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」クラドスポリウム１：１０，０００,,,,
7290400A1226,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」クリ１：１，０００,,,,
7290400A1234,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」小麦粉１：１，０００,,,,
7290400A1242,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」米１：１，０００,,,,
7290400A1250,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」サバ１：１，０００,,,,
7290400A1269,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」スギ花粉１：１，０００,,,,
7290400A1277,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ススキ花粉１：１，０００,,,,
7290400A1285,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ソバガラ１：１，０００,,,,
7290400A1293,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ソバ粉１：１，０００,,,,
7290400A1307,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」タタミ１：１，０００,,,,
7290400A1315,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」トウフ１：１，０００,,,,
7290400A1323,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」トウモロコシ１：１，０００,,,,
7290400A1331,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ナイロン１：１，０００,,,,
7290400A1340,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ナシ１：１，０００,,,,
7290400A1358,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」バナナ１：１，０００,,,,
7290400A1366,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ヒメガマ花粉１：１，０００,,,,
7290400A1374,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ビール１：１，０００,,,,
7290400A1382,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ブタクサ花粉１：１，０００,,,,
7290400A1390,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」ペニシリウム１：１０，０００,,,,
7290400A1404,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」マグロ１：１，０００,,,,
7290400A1412,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」マユ１：１，０００,,,,
7290400A1420,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」綿１：１，０００,,,,
7290400A1439,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」綿布１：１，０００,,,,
7290400A1447,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」モミガラ１：１，０００,,,,
7290400A1455,診断用アレルゲンエキス,診断用アレルゲン皮内エキス「トリイ」リンゴ１：１，０００,,,,
7290401A1026,診断用アレルゲンエキス,診断用アレルゲンスクラッチエキス「トリイ」,,,,
7290401A1034,診断用ダニアレルゲンエキス,スクラッチダニアレルゲンエキス「トリイ」１００，０００ＪＡＵ／ｍＬ,1,,,
7290402A2035,フルオレセイン,フルオレサイト静注５００ｍｇ,3,,,
7290404A1038,フェントラミンメシル酸塩,レギチーン注射液１０ｍｇ,,,,
7290404A2026,フェントラミンメシル酸塩,レギチーン注射液５ｍｇ,,20180615,,
7290405A4031,ガドペンテト酸メグルミン,マグネビスト静注,2,,,
7290405A5038,ガドペンテト酸メグルミン,マグネビスト静注,2,,,
7290405A6034,ガドペンテト酸メグルミン,マグネビスト静注,2,,,
7290405A7030,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「ＤＫ」,3,,,
7290405A7049,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「ＳＮ」,3,,,
7290405A7057,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「タイヨー」,3,,,
7290405A7065,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「Ｆ」,3,,,
7290405A7073,ガドペンテト酸メグルミン,マグネビスト静注シリンジ,2,,,
7290405A7081,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「トーワ」,3,,H31.3.31まで,
7290405A8037,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「ＤＫ」,3,,,
7290405A8045,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「ＳＮ」,3,,,
7290405A8053,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「タイヨー」,3,,,
7290405A8061,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「Ｆ」,3,,,
7290405A8070,ガドペンテト酸メグルミン,マグネビスト静注シリンジ,2,,,
