基準番号（ＨＯＴ番号）,処方用番号（ＨＯＴ７）,会社識別用番号,調剤用番号,物流用番号,ＪＡＮコード,薬価基準収載医薬品コード,個別医薬品コード,レセプト電算処理システムコード（１）,レセプト電算処理システムコード（２）,告示名称,販売名,レセプト電算処理システム医薬品名,規格単位,包装形態,包装単位数,包装単位単位,包装総量数,包装総量単位,区分,製造会社,販売会社,更新区分,更新年月日
110250501,1102505,01,,,,5200085D1020,5200085D1020,615101462,,ツムラ清暑益気湯エキス顆粒（医療用）,,ツムラ清暑益気湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110251201,1102512,01,,,,5200086C1020,5200086C1020,615101339,,ジュンコウ清心蓮子飲ＦＣエキス細粒医療用,,ジュンコウ清心蓮子飲ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110252901,1102529,01,,,,5200086C1038,5200086C1038,615101553,,〔東洋〕清心連子飲エキス細粒,,〔東洋〕清心連子飲エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
110254301,1102543,01,,,,5200086D1033,5200086D1033,615101463,,ツムラ清心蓮子飲エキス顆粒（医療用）,,ツムラ清心蓮子飲エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110255001,1102550,01,,,,5200087D1020,5200087D1020,615101464,,ツムラ清肺湯エキス顆粒（医療用）,,ツムラ清肺湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110256701,1102567,01,,,,5200088D1024,5200088D1024,615101043,,オースギ川きゅう茶調散料エキスＴＧ,,オースギ川きゅう茶調散料エキスＴＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110257401,1102574,01,,,,5200088D1032,5200088D1032,615101465,,ツムラ川きゅう茶調散エキス顆粒（医療用）,,ツムラ川きゅう茶調散エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110258101,1102581,01,,,,5200089D1029,5200089D1029,615101044,,オースギ疎経活血湯エキスＧ,,オースギ疎経活血湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110260401,1102604,01,,,,5200089D1045,5200089D1045,615101466,,ツムラ疎経活血湯エキス顆粒（医療用）,,ツムラ疎経活血湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110261101,1102611,01,,,,5200090D1021,5200090D1021,615101666,,オースギ大黄甘草湯エキスＧ,,オースギ大黄甘草湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110262801,1102628,01,,,,5200090D1030,5200090D1030,615101467,,ツムラ大黄甘草湯エキス顆粒（医療用）,,ツムラ大黄甘草湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110263501,1102635,01,,,,5200090F1022,5200090F1022,615101045,,オースギ大黄甘草湯エキスＴ錠,,オースギ大黄甘草湯エキスＴ錠,１錠,,,,,,内,,大杉製薬,1,20011214
110264201,1102642,01,,,,5200091C1020,5200091C1020,615101229,,コタロー大黄牡丹皮湯エキス細粒,,コタロー大黄牡丹皮湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110265901,1102659,01,,,,5200091D1026,5200091D1026,615101468,,ツムラ大黄牡丹皮湯エキス顆粒（医療用）,,ツムラ大黄牡丹皮湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110266601,1102666,01,,,,5200091D1034,5200091D1034,615101923,,テイコク大黄牡丹皮湯エキス顆粒,,テイコク大黄牡丹皮湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110267301,1102673,01,,,,5200092C1025,5200092C1025,615101230,,コタロー大建中湯エキス細粒,,コタロー大建中湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110268001,1102680,01,,,,5200092D1020,5200092D1020,615101469,,ツムラ大建中湯エキス顆粒（医療用）,,ツムラ大建中湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110270301,1102703,01,,,,5200093C1020,5200093C1020,615101107,,カネボウ大柴胡湯エキス細粒,,カネボウ大柴胡湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110271001,1102710,01,,,,5200093C1038,5200093C1038,615101231,,コタロー大柴胡湯エキス細粒,,コタロー大柴胡湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110272701,1102727,01,,,,5200093C1046,5200093C1046,615101295,,三和大柴胡湯エキス細粒,,三和大柴胡湯エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110273401,1102734,01,,,,5200093C1054,5200093C1054,615101340,,ジュンコウ大柴胡湯ＦＣエキス細粒医療用,,ジュンコウ大柴胡湯ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110274101,1102741,01,,,,5200093C1062,5200093C1062,615101554,,〔東洋〕大柴胡湯エキス細粒,,〔東洋〕大柴胡湯エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
110275801,1102758,01,,,,5200093D1025,5200093D1025,615101667,,オースギ大柴胡湯エキスＧ,,オースギ大柴胡湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110276502,1102765,02,,,,5200093D1041,5200093D1041,615101319,,ＪＰＳ大柴胡湯エキス顆粒〔調剤用〕,,ＪＰＳ大柴胡湯エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110280201,1102802,01,,,,5200093D1092,5200093D1092,615101470,,ツムラ大柴胡湯エキス顆粒（医療用）,,ツムラ大柴胡湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110281901,1102819,01,,,,5200093D1106,5200093D1106,615101775,,テイコク大柴胡湯エキス顆粒,,テイコク大柴胡湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110282601,1102826,01,,,,5200093D1114,5200093D1114,615101579,,ホノミ大柴胡湯Ｎエキス顆粒,,ホノミ大柴胡湯Ｎエキス顆粒,１ｇ,,,,,,内,,剤盛堂薬品,1,20011214
110283301,1102833,01,,,,5200093D1122,5200093D1122,615101613,,本草大柴胡湯エキス顆粒－Ｍ,,本草大柴胡湯エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110284001,1102840,01,,,,5200093D1130,5200093D1130,615101635,,マツウラ大柴胡湯エキス顆粒,,マツウラ大柴胡湯エキス顆粒,１ｇ,,,,,,内,,松浦薬業,1,20011214
110285701,1102857,01,,,,5200093F1026,5200093F1026,615101046,,オースギ大柴胡湯エキスＴ錠,,オースギ大柴胡湯エキスＴ錠,１錠,,,,,,内,,大杉製薬,1,20011214
110286401,1102864,01,,,,5200093F1034,5200093F1034,615101108,,カネボウ大柴胡湯エキス錠,,カネボウ大柴胡湯エキス錠,１錠,,,,,,内,,カネボウ,1,20011214
110287101,1102871,01,,,,5200093F1050,5200093F1050,615101580,,ホノミ大柴胡湯Ｎエキス錠,,ホノミ大柴胡湯Ｎエキス錠,１錠,,,,,,内,,剤盛堂薬品,1,20011214
110288801,1102888,01,,,,5200094C1024,5200094C1024,615101232,,コタロー大柴胡湯去大黄エキス細粒,,コタロー大柴胡湯去大黄エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110289501,1102895,01,,,,5200094C1032,5200094C1032,615101294,,三和大柴胡去大黄湯エキス細粒,,三和大柴胡去大黄湯エキス細粒,１ｇ,,,,,,内,,大杉製薬,1,20011214
110289502,1102895,02,,,,5200094C1032,5200094C1032,615101294,,三和大柴胡去大黄湯エキス細粒,,三和大柴胡去大黄湯エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110290101,1102901,01,,,,5200095C1029,5200095C1029,615101233,,コタロー大承気湯エキス細粒,,コタロー大承気湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110291801,1102918,01,,,,5200095D1024,5200095D1024,615101471,,ツムラ大承気湯エキス顆粒（医療用）,,ツムラ大承気湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110292501,1102925,01,,,,5200096C1023,5200096C1023,615101296,,三和大防風湯エキス細粒,,三和大防風湯エキス細粒,１ｇ,,,,,,内,,大杉製薬,1,20011214
110292502,1102925,02,,,,5200096C1023,5200096C1023,615101296,,三和大防風湯エキス細粒,,三和大防風湯エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110293201,1102932,01,,,,5200096D1029,5200096D1029,615101754,,ツムラ大防風湯エキス顆粒（医療用）,,ツムラ大防風湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110294901,1102949,01,,,,5200097D1023,5200097D1023,615101472,,ツムラ竹じょ温胆湯エキス顆粒（医療用）,,ツムラ竹じょ温胆湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110295601,1102956,01,,,,5200098D1028,5200098D1028,615101474,,ツムラ治打撲一方エキス顆粒（医療用）,,ツムラ治打撲一方エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110296301,1102963,01,,,,5200099D1022,5200099D1022,615101473,,ツムラ治頭瘡一方エキス顆粒（医療用）,,ツムラ治頭瘡一方エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110297001,1102970,01,,,,5200100D1027,5200100D1027,615101475,,ツムラ調胃承気湯エキス顆粒（医療用）,,ツムラ調胃承気湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110298702,1102987,02,,,,5200101D1021,5200101D1021,615101168,,ＫＴＳ釣藤散エキス顆粒,,ＫＴＳ釣藤散エキス顆粒,１ｇ,,,,,,内,,伸和製薬,1,20011214
110299401,1102994,01,,,,5200101D1030,5200101D1030,615101476,,ツムラ釣藤散エキス顆粒（医療用）,,ツムラ釣藤散エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110300701,1103007,01,,,,5200101D1048,5200101D1048,615101636,,マツウラ釣藤散エキス顆粒,,マツウラ釣藤散エキス顆粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110300702,1103007,02,,,,5200101D1048,5200101D1048,615101636,,マツウラ釣藤散エキス顆粒,,マツウラ釣藤散エキス顆粒,１ｇ,,,,,,内,,松浦薬業,1,20011214
110300704,1103007,04,,,,5200101D1048,5200101D1048,615101636,,マツウラ釣藤散エキス顆粒,,マツウラ釣藤散エキス顆粒,１ｇ,,,,,,内,,陽進堂,1,20011214
110300705,1103007,05,,,,5200101D1048,5200101D1048,615101636,,マツウラ釣藤散エキス顆粒,,マツウラ釣藤散エキス顆粒,１ｇ,,,,,,内,,協和発酵,1,20011214
110300706,1103007,06,,,,5200101D1048,5200101D1048,615101636,,マツウラ釣藤散エキス顆粒,,マツウラ釣藤散エキス顆粒,１ｇ,,,,,,内,,伸和製薬,1,20011214
110301401,1103014,01,,,,5200102C1020,5200102C1020,615101234,,コタロー腸癰湯エキス細粒,,コタロー腸癰湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110303801,1103038,01,,,,5200103C1025,5200103C1025,615101109,,カネボウ猪苓湯エキス細粒,,カネボウ猪苓湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110304502,1103045,02,,,,5200103C1033,5200103C1033,615101701,,コタロー猪苓湯エキス細粒,,コタロー猪苓湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110305201,1103052,01,,,,5200103C1041,5200103C1041,615101297,,三和猪苓湯エキス細粒,,三和猪苓湯エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110306901,1103069,01,,,,5200103C1050,5200103C1050,615101902,,ジュンコウ猪苓湯ＦＣエキス細粒医療用,,ジュンコウ猪苓湯ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110307601,1103076,01,,,,5200103C1068,5200103C1068,615101932,,〔東洋〕猪苓湯エキス細粒,,〔東洋〕猪苓湯エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
110308301,1103083,01,,,,5200103D1020,5200103D1020,615101668,,オースギ猪苓湯エキスＧ,,オースギ猪苓湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110309001,1103090,01,,,,5200103D1039,5200103D1039,615101709,,サカモト猪苓湯エキス顆粒,,サカモト猪苓湯エキス顆粒,１ｇ,,,,,,内,,阪本漢法,1,20020625
110310602,1103106,02,,,,5200103D1047,5200103D1047,615101835,,ＪＰＳ猪苓湯エキス顆粒〔調剤用〕,,ＪＰＳ猪苓湯エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110313701,1103137,01,,,,5200103D1098,5200103D1098,615101750,,猪苓湯エキス顆粒Ｔ,,猪苓湯エキス顆粒Ｔ,１ｇ,,,,,,内,,東洋ファルマー,1,20011214
110313703,1103137,03,,,,5200103D1098,5200103D1098,615101750,,猪苓湯エキス顆粒Ｔ,,猪苓湯エキス顆粒Ｔ,１ｇ,,,,,,内,,陽進堂,1,20011214
110313704,1103137,04,,,,5200103D1098,5200103D1098,615101750,,猪苓湯エキス顆粒Ｔ,,猪苓湯エキス顆粒Ｔ,１ｇ,,,,,,内,,協和発酵,1,20011214
110313705,1103137,05,,,,5200103D1098,5200103D1098,615101750,,猪苓湯エキス顆粒Ｔ,,猪苓湯エキス顆粒Ｔ,１ｇ,,,,,,内,,伸和製薬,1,20011214
110314401,1103144,01,,,,5200103D1101,5200103D1101,615101477,,ツムラ猪苓湯エキス顆粒（医療用）,,ツムラ猪苓湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110315101,1103151,01,,,,5200103D1110,5200103D1110,615101776,,テイコク猪苓湯エキス顆粒,,テイコク猪苓湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110316801,1103168,01,,,,5200103D1136,5200103D1136,615101796,,ホノミ猪苓湯Ｎエキス顆粒,,ホノミ猪苓湯Ｎエキス顆粒,１ｇ,,,,,,内,,剤盛堂薬品,1,20011214
110317501,1103175,01,,,,5200103D1144,5200103D1144,615101798,,本草猪苓湯エキス顆粒－Ｍ,,本草猪苓湯エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110318201,1103182,01,,,,5200103D1152,5200103D1152,615101942,,マツウラ猪苓湯エキス顆粒,,マツウラ猪苓湯エキス顆粒,１ｇ,,,,,,内,,松浦薬業,1,20011214
110319901,1103199,01,,,,5200103F1030,5200103F1030,615101797,,ホノミ猪苓湯Ｎエキス錠,,ホノミ猪苓湯Ｎエキス錠,１錠,,,,,,内,,剤盛堂薬品,1,20011214
110320501,1103205,01,,,,5200104D1025,5200104D1025,615101478,,ツムラ猪苓湯合四物湯エキス顆粒（医療用）,,ツムラ猪苓湯合四物湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110321201,1103212,01,,,,5200105C1024,5200105C1024,615101235,,コタロー通導散エキス細粒,,コタロー通導散エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110323601,1103236,01,,,,5200105D1038,5200105D1038,615101479,,ツムラ通導散エキス顆粒（医療用）,,ツムラ通導散エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110325001,1103250,01,,,,5200106C1029,5200106C1029,615101110,,カネボウ桃核承気湯エキス細粒,,カネボウ桃核承気湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110326701,1103267,01,,,,5200106C1037,5200106C1037,615101236,,コタロー桃核承気湯エキス細粒,,コタロー桃核承気湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110327401,1103274,01,,,,5200106C1045,5200106C1045,615101341,,ジュンコウ桃核承気湯ＦＣエキス細粒医療用,,ジュンコウ桃核承気湯ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110328101,1103281,01,,,,5200106D1024,5200106D1024,615101669,,オースギ桃核承気湯エキスＧ,,オースギ桃核承気湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110330402,1103304,02,,,,5200106D1040,5200106D1040,615101836,,ＪＰＳ桃核承気湯エキス顆粒〔調剤用〕,,ＪＰＳ桃核承気湯エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110331101,1103311,01,,,,5200106D1059,5200106D1059,615101480,,ツムラ桃核承気湯エキス顆粒（医療用）,,ツムラ桃核承気湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110332801,1103328,01,,,,5200106D1067,5200106D1067,615101777,,テイコク桃核承気湯エキス顆粒,,テイコク桃核承気湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110333501,1103335,01,,,,5200106D1091,5200106D1091,615101614,,本草桃核承気湯エキス顆粒－Ｍ,,本草桃核承気湯エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110334201,1103342,01,,,,5200106F1025,5200106F1025,615101111,,カネボウ桃核承気湯エキス錠,,カネボウ桃核承気湯エキス錠,１錠,,,,,,内,,カネボウ,1,20011214
110335901,1103359,01,,,,5200107D1029,5200107D1029,615101485,,ツムラ当帰湯エキス顆粒（医療用）,,ツムラ当帰湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110336601,1103366,01,,,,5200108D1023,5200108D1023,615101481,,ツムラ当帰飲子エキス顆粒（医療用）,,ツムラ当帰飲子エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110337302,1103373,02,,,,5200109B1027,5200109B1027,615101171,,ＫＴＳ当帰建中湯エキス散,,ＫＴＳ当帰建中湯エキス散,１ｇ,,,,,,内,,伸和製薬,1,20011214
110338001,1103380,01,,,,5200109D1028,5200109D1028,615101482,,ツムラ当帰建中湯エキス顆粒（医療用）,,ツムラ当帰建中湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110339701,1103397,01,,,,5200110C1025,5200110C1025,615101112,,カネボウ当帰四逆加呉茱萸生姜湯エキス細粒,,カネボウ当帰四逆加呉茱萸生姜湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110340301,1103403,01,,,,5200110C1033,5200110C1033,615101237,,コタロー当帰四逆加呉茱萸生姜湯エキス細粒,,コタロー当帰四逆加呉茱萸生姜湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110341001,1103410,01,,,,5200110D1020,5200110D1020,615101047,,オースギ当帰四逆加呉茱萸生姜湯エキスＧ,,オースギ当帰四逆加呉茱萸生姜湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110342702,1103427,02,,,,5200110D1039,5200110D1039,615101273,,サカモト当帰四逆加呉茱萸生姜湯エキス顆粒,,サカモト当帰四逆加呉茱萸生姜湯エキス顆粒,１ｇ,,,,,,内,,阪本漢法,1,20020625
110343401,1103434,01,,,,5200110D1047,5200110D1047,615101483,,ツムラ当帰四逆加呉茱萸生姜湯エキス顆粒（医療用）,,ツムラ当帰四逆加呉茱萸生姜湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110344102,1103441,02,,,,5200110D1055,5200110D1055,615101527,,天津当帰四逆加呉茱萸生姜湯エキス顆粒（ＫＭ）医療用,,天津当帰四逆加呉茱萸生姜湯エキス顆粒（ＫＭ）医療用,１ｇ,,,,,,内,,カーヤ,1,20011214
110347201,1103472,01,,,,5200111C1020,5200111C1020,615101113,,カネボウ当帰芍薬散料エキス細粒,,カネボウ当帰芍薬散料エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110348901,1103489,01,,,,5200111C1038,5200111C1038,615101238,,コタロー当帰芍薬散料エキス細粒,,コタロー当帰芍薬散料エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110349601,1103496,01,,,,5200111C1046,5200111C1046,615101299,,三和当帰芍薬散料エキス細粒,,三和当帰芍薬散料エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110350201,1103502,01,,,,5200111C1054,5200111C1054,615101342,,ジュンコウ当帰芍薬散料ＦＣエキス細粒医療用,,ジュンコウ当帰芍薬散料ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110351901,1103519,01,,,,5200111C1062,5200111C1062,615101848,,〔東洋〕当帰芍薬散料エキス細粒,,〔東洋〕当帰芍薬散料エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
110352601,1103526,01,,,,5200111D1025,5200111D1025,615101670,,オースギ当帰芍薬散料エキスＧ,,オースギ当帰芍薬散料エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110353301,1103533,01,,,,5200111D1033,5200111D1033,615101710,,サカモト当帰芍薬散料エキス顆粒,,サカモト当帰芍薬散料エキス顆粒,１ｇ,,,,,,内,,阪本漢法,1,20020625
110354002,1103540,02,,,,5200111D1041,5200111D1041,615101837,,ＪＰＳ当帰芍薬散料エキス顆粒〔調剤用〕,,ＪＰＳ当帰芍薬散料エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110357101,1103571,01,,,,5200111D1076,5200111D1076,615101484,,ツムラ当帰芍薬散エキス顆粒（医療用）,,ツムラ当帰芍薬散エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110358801,1103588,01,,,,5200111D1084,5200111D1084,615101778,,テイコク当帰芍薬散エキス顆粒,,テイコク当帰芍薬散エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110359501,1103595,01,,,,5200111D1130,5200111D1130,615101532,,当帰芍薬散料エキス顆粒Ｔ,,当帰芍薬散料エキス顆粒Ｔ,１ｇ,,,,,,内,,東洋ファルマー,1,20011214
110359504,1103595,04,,,,5200111D1130,5200111D1130,615101532,,当帰芍薬散料エキス顆粒Ｔ,,当帰芍薬散料エキス顆粒Ｔ,１ｇ,,,,,,内,,陽進堂,1,20011214
110359505,1103595,05,,,,5200111D1130,5200111D1130,615101532,,当帰芍薬散料エキス顆粒Ｔ,,当帰芍薬散料エキス顆粒Ｔ,１ｇ,,,,,,内,,協和発酵,1,20011214
110359506,1103595,06,,,,5200111D1130,5200111D1130,615101532,,当帰芍薬散料エキス顆粒Ｔ,,当帰芍薬散料エキス顆粒Ｔ,１ｇ,,,,,,内,,伸和製薬,1,20011214
110360101,1103601,01,,,,5200111D1149,5200111D1149,615101581,,ホノミ当帰芍薬散料Ｎエキス顆粒,,ホノミ当帰芍薬散料Ｎエキス顆粒,１ｇ,,,,,,内,,剤盛堂薬品,1,20011214
110361801,1103618,01,,,,5200111D1157,5200111D1157,615101615,,本草当帰芍薬散料エキス顆粒－Ｍ,,本草当帰芍薬散料エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110362501,1103625,01,,,,5200111D1165,5200111D1165,615101637,,マツウラ当帰芍薬散料エキス顆粒,,マツウラ当帰芍薬散料エキス顆粒,１ｇ,,,,,,内,,松浦薬業,1,20011214
110363201,1103632,01,,,,5200111F1026,5200111F1026,615101671,,オースギ当帰芍薬散料エキスＴ錠,,オースギ当帰芍薬散料エキスＴ錠,１錠,,,,,,内,,大杉製薬,1,20011214
110364901,1103649,01,,,,5200111F1042,5200111F1042,615101582,,ホノミ当帰芍薬散料Ｎエキス錠,,ホノミ当帰芍薬散料Ｎエキス錠,１錠,,,,,,内,,剤盛堂薬品,1,20011214
110365601,1103656,01,,,,5200112C1024,5200112C1024,615101298,,三和当帰芍薬散加附子エキス細粒,,三和当帰芍薬散加附子エキス細粒,１ｇ,,,,,,内,,大杉製薬,1,20011214
110365602,1103656,02,,,,5200112C1024,5200112C1024,615101298,,三和当帰芍薬散加附子エキス細粒,,三和当帰芍薬散加附子エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110366301,1103663,01,,,,5200113D1024,5200113D1024,615101486,,ツムラ二朮湯エキス顆粒（医療用）,,ツムラ二朮湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110367001,1103670,01,,,,5200114C1023,5200114C1023,615101849,,〔東洋〕二陳湯エキス細粒,,〔東洋〕二陳湯エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
110368701,1103687,01,,,,5200114D1029,5200114D1029,615101487,,ツムラ二陳湯エキス顆粒（医療用）,,ツムラ二陳湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110369402,1103694,02,,,,5200114D1037,5200114D1037,615101528,,天津二陳湯エキス顆粒（ＫＭ）医療用,,天津二陳湯エキス顆粒（ＫＭ）医療用,１ｇ,,,,,,内,,カーヤ,1,20011214
110370001,1103700,01,,,,5200115D1023,5200115D1023,615101488,,ツムラ女神散エキス顆粒（医療用）,,ツムラ女神散エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110371701,1103717,01,,,,5200116C1022,5200116C1022,615101114,,カネボウ人参湯エキス細粒,,カネボウ人参湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110372401,1103724,01,,,,5200116C1030,5200116C1030,615101239,,コタロー人参湯エキス細粒,,コタロー人参湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110373101,1103731,01,,,,5200116C1049,5200116C1049,615101850,,〔東洋〕人参湯エキス細粒,,〔東洋〕人参湯エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
110374801,1103748,01,,,,5200116C1057,5200116C1057,615101799,,本草人参湯エキス細粒,,本草人参湯エキス細粒,１ｇ,,,,,,内,,本草製薬,1,20011214
110375501,1103755,01,,,,5200116D1028,5200116D1028,615101048,,オースギ人参湯エキスＧ,,オースギ人参湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110377901,1103779,01,,,,5200116D1044,5200116D1044,615101274,,サカモト人参湯エキス顆粒,,サカモト人参湯エキス顆粒,１ｇ,,,,,,内,,阪本漢法,1,20020625
110379301,1103793,01,,,,5200116D1060,5200116D1060,615101489,,ツムラ人参湯エキス顆粒（医療用）,,ツムラ人参湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110380901,1103809,01,,,,5200116D1079,5200116D1079,615101779,,テイコク人参湯エキス顆粒,,テイコク人参湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110381602,1103816,02,,,,5200116D1087,5200116D1087,615101529,,天津人参湯エキス顆粒（ＫＭ）医療用,,天津人参湯エキス顆粒（ＫＭ）医療用,１ｇ,,,,,,内,,カーヤ,1,20011214
110382301,1103823,01,,,,5200116D1095,5200116D1095,615101583,,ホノミ人参湯Ｎエキス顆粒,,ホノミ人参湯Ｎエキス顆粒,１ｇ,,,,,,内,,剤盛堂薬品,1,20011214
110383001,1103830,01,,,,5200116D1109,5200116D1109,615101638,,マツウラ人参湯エキス顆粒,,マツウラ人参湯エキス顆粒,１ｇ,,,,,,内,,松浦薬業,1,20011214
110384701,1103847,01,,,,5200116F1029,5200116F1029,615101584,,ホノミ人参湯Ｎエキス錠,,ホノミ人参湯Ｎエキス錠,１錠,,,,,,内,,剤盛堂薬品,1,20011214
110385401,1103854,01,,,,5200117C1027,5200117C1027,615101115,,カネボウ人参養栄湯エキス細粒,,カネボウ人参養栄湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110386101,1103861,01,,,,5200117C1035,5200117C1035,615101240,,コタロー人参養栄湯エキス細粒,,コタロー人参養栄湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110387801,1103878,01,,,,5200117D1022,5200117D1022,615101049,,オースギ人参養栄湯エキスＧ,,オースギ人参養栄湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
